matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
random_mtx_nc41,388162,1150,1098,0,r,1.0,0,337.532174,284,386,388162,0,100.0,19584,368578,5.045,0,388162,0.0,122.054367,100.630913,103.238304,126.97142,122.103874,127.211777,122.21946,1.212891,1.182259,0.961274,0.999595,0.959458,0.998649,0.0,5.48079e-08,5.48079e-08,5.57631e-10,0.0,0.0,0.0,95.488029,1.278216,1.40425e-05
random_mtx_nc36,893850,1513,1973,0,r,1.0,0,590.779907,534,660,893850,0,100.0,44737,849113,5.005,0,893850,0.0,286.087799,239.159805,239.551865,285.602539,285.909454,289.621399,285.763458,1.19622,1.194262,1.001699,1.000624,0.987799,1.001135,0.0,4.16652e-08,4.16652e-08,5.12149e-10,0.0,0.0,0.0,237.432709,1.204922,1.73321e-05
random_mtx_nc87,475530,836,1896,0,r,1.0,0,568.815789,496,630,475530,0,100.0,23640,451890,4.971,0,475530,0.0,153.911362,128.142944,128.498749,154.282333,153.554977,160.182022,153.694778,1.201091,1.197765,0.997596,1.002321,0.960853,1.001409,0.0,3.84929e-08,3.84929e-08,4.59823e-10,0.0,0.0,0.0,127.515869,1.206998,1.77233e-05
random_mtx_nc49,587294,1088,1409,0,r,1.0,0,539.792279,490,594,587294,0,100.0,29592,557702,5.039,0,587294,0.0,184.814331,150.444382,151.32077,186.904541,184.394073,192.420898,184.982681,1.228456,1.221341,0.988817,1.002279,0.960469,0.99909,0.0,3.79895e-08,3.79895e-08,4.81206e-10,0.0,0.0,0.0,149.024414,1.240161,1.7593e-05
random_mtx_nc3,268772,1956,1289,0,r,1.0,0,137.408998,104,176,268772,0,100.0,13523,255249,5.031,0,268772,0.0,103.957985,101.319389,102.753792,108.275681,106.357216,105.972992,104.882271,1.026042,1.011719,0.960123,0.977442,0.980986,0.991187,0.0,4.64101e-08,4.64101e-08,5.25677e-10,0.0,0.0,0.0,76.565155,1.357771,1.06312e-05
random_mtx_nc68,86740,566,1688,0,r,1.0,0,153.250883,116,193,86740,0,100.0,4319,82421,4.979,0,86740,0.0,29.333023,27.323521,27.704897,30.437311,30.596031,32.896385,32.1576,1.073545,1.058767,0.963719,0.95872,0.891679,0.912165,0.0,4.45205e-08,4.45205e-08,5.31087e-10,0.0,0.0,0.0,19.203487,1.527484,1.17361e-05
random_mtx_nc51,80064,754,593,0,r,1.0,0,106.185676,80,144,80064,0,100.0,4011,76053,5.01,0,80064,0.0,26.295839,31.454912,32.246494,27.30352,26.617632,26.439264,26.448032,0.835985,0.815464,0.963093,0.987911,0.994575,0.994246,0.0,4.62044e-08,4.62044e-08,5.11939e-10,0.0,0.0,0.0,22.228161,1.182997,1.01365e-05
random_mtx_nc48,211140,1445,658,0,r,1.0,0,146.117647,110,178,211140,0,100.0,10535,200605,4.99,0,211140,0.0,77.710205,71.944542,72.643517,81.810883,79.671677,79.035454,78.890205,1.08014,1.069747,0.949876,0.975381,0.983232,0.985042,0.0,4.83978e-08,4.83978e-08,5.58406e-10,0.0,0.0,0.0,53.917568,1.441278,1.17343e-05
random_mtx_nc46,76805,1361,679,0,r,1.0,0,56.43277,36,78,76805,0,100.0,3783,73022,4.925,0,76805,0.0,35.746655,43.440254,44.465889,40.998943,36.107521,35.795841,36.422302,0.822892,0.803912,0.871892,0.990006,0.998626,0.98145,0.0,4.42762e-08,4.42762e-08,4.89489e-10,0.0,0.0,0.0,20.756895,1.722158,9.43195e-06
random_mtx_nc8,395153,1748,1030,0,r,1.0,0,226.060069,185,271,395153,0,100.0,19902,375251,5.037,0,395153,0.0,127.225281,113.584831,115.563263,133.53447,126.999969,128.348358,126.946144,1.12009,1.100915,0.952752,1.001774,0.99125,1.002199,0.0,4.21524e-08,4.21524e-08,4.84231e-10,0.0,0.0,0.0,98.633217,1.289883,1.26889e-05
random_mtx_nc5,147560,1013,1186,0,r,1.0,0,145.666338,114,185,147560,0,100.0,7458,140102,5.054,0,147560,0.0,58.240448,54.623745,55.24976,61.391968,59.214367,59.144737,58.661217,1.066211,1.05413,0.948666,0.983553,0.984711,0.992827,0.0,4.48244e-08,4.48244e-08,5.28938e-10,0.0,0.0,0.0,42.495262,1.370516,1.11073e-05
random_mtx_nc72,219458,1635,1530,0,r,1.0,0,134.225076,102,170,219458,0,100.0,11034,208424,5.028,0,219458,0.0,87.783646,85.234016,86.911934,87.591393,89.998398,89.497025,88.968124,1.029913,1.01003,1.002195,0.975391,0.980855,0.986686,0.0,4.18056e-08,4.18056e-08,5.02249e-10,0.0,0.0,0.0,63.971394,1.372233,1.10823e-05
random_mtx_nc17,155866,1132,1427,0,r,1.0,0,137.690813,105,168,155866,0,100.0,7685,148181,4.931,0,155866,0.0,63.68285,60.501598,61.451874,66.113632,64.971107,64.678238,64.349472,1.052581,1.036304,0.963233,0.980172,0.98461,0.989641,0.0,4.66931e-08,4.66931e-08,5.16451e-10,0.0,0.0,0.0,46.377728,1.373134,1.08482e-05
