matrix,Adaptive-rt
lp_wood1p.mtx,335.391
mesh2e1.mtx,32.7635
sx-mathoverflow_C2Q.mtx,569.25
mbeacxc.mtx,100.648
gemat12.mtx,76.8389
lp_dfl001.mtx,114.029
TSOPF_FS_b162_c1.mtx,286.779
ch6-6-b3.mtx,43.4274
LF10000_M.mtx,79.5543
bcsstm38.mtx,42.747
Franz7.mtx,59.3741
coupled.mtx,979.911
lpl2.mtx,71.1297
t2d_q9_A_28.mtx,90.9616
eurqsa.mtx,46.37
lpi_refinery.mtx,33.1769
indianpines_10NN.mtx,90.3287
psmigr_3.mtx,995.472
TSOPF_FS_b300_c1.mtx,1742.83
lpi_qual.mtx,43.3303
crystk03.mtx,695.643
pltexpa.mtx,173.416
ch.mtx,58.0428
s3rmt3m3.mtx,122.366
std1_Jac3_db.mtx,562.278
CurlCurl_0.mtx,96.1601
oscil_dcop_11.mtx,40.7299
t2d_q9.mtx,98.3636
lp_cre_b.mtx,354.221
rdist2.mtx,96.9986
lpi_ceria3d.mtx,87.8185
nemeth17.mtx,287.255
t2d_q4_A_38.mtx,96.8542
case9_A_08.mtx,90.562
lp_tuff.mtx,51.5668
deter5.mtx,82.1508
rdb450l.mtx,38.4036
t2d_q9_A_36.mtx,95.5654
raefsky5.mtx,180.572
zeros_nopss_13k.mtx,82.2407
t3dl_a.mtx,209.065
t2d_q9_A_14.mtx,98.844
bcsstk38.mtx,250.406
t3dl_B.mtx,44.4731
rbsa480.mtx,45.1317
hydr1c_A_37.mtx,64.3271
delf_A_28.mtx,63.114
epb2.mtx,166.763
ch7-6-b2.mtx,43.3434
Reuters911_Day_02.mtx,131.453
TSOPF_FS_b39_c7_b.mtx,61.4391
scsd8-2r_A_04.mtx,40.7218
t2d_q9_A_40.mtx,92.6571
hydr1c_A_57.mtx,66.9193
t2d_q9_A_18.mtx,94.1536
oscil_dcop_03.mtx,40.3704
lhr04.mtx,125.519
nl.mtx,75.8136
t2d_q4_A_35.mtx,95.2392
bcsstk18.mtx,130.575
sherman3.mtx,49.8619
Reuters911_Day_62.mtx,55.1357
hydr1c_A_29.mtx,65.1754
ted_B.mtx,108.41
USAir97.mtx,42.8159
TSOPF_RS_b162_c4.mtx,677.679
c-33.mtx,61.4183
rlfddd.mtx,302.584
Reuters911_Day_26.mtx,69.8089
ex12.mtx,81.0425
Ill_Stokes.mtx,194.442
Reuters911_Day_33.mtx,70.0285
c-47.mtx,190.164
scfxm1-2b_A_1.mtx,43.1711
mhd4800b.mtx,46.2695
lowThrust_9.mtx,117.186
crystk01.mtx,171.712
case9_b1_09.mtx,60.3939
c-25.mtx,111.016
n3c6-b5.mtx,50.6123
large_A_24.mtx,64.3434
Reuters911_Day_15.mtx,88.9148
cavity17.mtx,180.848
scrs8-2r_A_05.mtx,36.0861
lp_nug06.mtx,35.6915
lp_stair.mtx,39.4867
freeFlyingRobot_7.mtx,121.465
oscil_dcop_32.mtx,37.0276
lpi_reactor.mtx,41.6935
nemswrld.mtx,347.902
scrs8-2r_A_09.mtx,68.5945
case9_A_06.mtx,82.3955
stat96v4.mtx,5487.11
lowThrust_8.mtx,116.048
hydr1c_A_68.mtx,61.1732
Franz6.mtx,63.8724
t2dal_a.mtx,52.4419
mnist_test_norm_10NN.mtx,110.157
circuit_3.mtx,300.903
dbir1.mtx,2141.99
viscoplastic1.mtx,67.2662
t2d_q4_A_14.mtx,95.7766
t2dal_B.mtx,35.2145
n4c5-b7.mtx,53.1755
bips07_3078.mtx,116.015
scrs8-2r_A_03.mtx,36.0164
windtunnel_evap2d.mtx,304.506
beacxc.mtx,103.221
oscil_dcop_19.mtx,32.798
bfwb398.mtx,35.7852
xingo3012_C.mtx,30.9532
bratu3d.mtx,104.307
oscil_dcop_16.mtx,33.0105
t2d_q4_A_33.mtx,91.8553
Reuters911_Day_14.mtx,60.0792
TSOPF_FS_b9_c6.mtx,77.9638
soc-sign-bitcoin-otc_Time.mtx,210.586
Franz2.mtx,54.0895
TSOPF_RS_b9_c6_b.mtx,36.5984
cage10.mtx,124.702
kineticBatchReactor_2.mtx,128.258
smt.mtx,1536.79
bips98_1142.mtx,76.6086
hydr1c_A_76.mtx,55.601
ch7-6-b5.mtx,48.0543
large_A_14.mtx,67.3778
rail_5177_B.mtx,32.0541
hydr1c_A_17.mtx,61.8357
case9_b1_02.mtx,44.8902
D_11.mtx,37.9791
G62.mtx,40.1861
plskz362.mtx,35.4021
c8_mat11_I.mtx,2506.01
large_A_25.mtx,61.7573
mark3jac060sc.mtx,720.206
west0479.mtx,37.1135
cavity18.mtx,171.346
Reuters911_Day_27.mtx,70.1669
rdb3200l.mtx,41.4128
co5.mtx,131.99
chipcool1_B.mtx,40.9538
SiNa.mtx,131.823
fv2.mtx,61.0383
p0201.mtx,41.3276
TSOPF_RS_b162_c3_b.mtx,44.1236
viscoplastic1_C_3.mtx,65.8133
bcsstk37.mtx,463.794
tumorAntiAngiogenesis_5.mtx,59.8449
case9_b1_08.mtx,45.0774
hydr1c_A_10.mtx,62.2868
case9_b2_10.mtx,47.2776
gre_343.mtx,35.9722
mk12-b5.mtx,79.4893
Trec11.mtx,79.4194
west0167.mtx,32.2586
tube2.mtx,349.419
dw4096.mtx,56.2111
CAG_mat364.mtx,44.9484
lp_e226.mtx,47.3524
lp_scorpion.mtx,37.2951
mhd4800a.mtx,128.524
lowThrust_5.mtx,101.458
pde225.mtx,33.7771
Reuters911_Day_29.mtx,58.0113
lpi_vol1.mtx,31.2582
t2d_q9_A_21.mtx,87.5487
scsd8-2r_A_03.mtx,35.8684
lp_nug05.mtx,31.8925
fs_183_6.mtx,49.7876
c-21.mtx,70.3994
large_A_37.mtx,62.4691
494_bus.mtx,38.0787
case9_A_07.mtx,79.76
tumorAntiAngiogenesis_4.mtx,56.5308
brainpc2.mtx,93.224
t2d_q4_A_06.mtx,86.8812
oscil_dcop_57.mtx,32.1536
garon1.mtx,95.1111
GL7d12.mtx,62.823
gemat1.mtx,1013.83
oscil_dcop_48.mtx,31.1742
nopss_11k.mtx,68.0983
hydr1c_A_53.mtx,55.9795
aft01.mtx,79.4809
sherman5.mtx,58.134
nmos3.mtx,562.918
case9_b1_01.mtx,41.1756
cond-mat.mtx,103.317
bcsstm35.mtx,64.554
ABACUS_shell_md_E.mtx,92.243
TSOPF_RS_b678_c1_b.mtx,42.2012
mk11-b3.mtx,75.414
Reuters911_Day_11.mtx,74.0024
deter2.mtx,82.037
qpband.mtx,48.315
TF11.mtx,41.1503
Reuters911_Day_60.mtx,65.6818
Reuters911.mtx,676.036
cbuckle.mtx,356.88
Reuters911_Day_35.mtx,71.5617
rail_5177_E.mtx,43.602
delf_A_15.mtx,57.8403
oscil_dcop_44.mtx,32.9413
deter6.mtx,69.9975
scsd8-2r.mtx,166.42
nemeth09.mtx,218.967
Reuters911_Day_10.mtx,74.0975
fv3.mtx,58.8803
t2d_q9_A_10.mtx,100.028
inlet_C.mtx,39.1018
ch7-6-b4.mtx,90.8901
case9_A_10.mtx,76.4281
rel7.mtx,65.6571
Reuters911_Day_04.mtx,85.3806
mk11-b2.mtx,43.2413
t2d_q4_A_11.mtx,96.3181
bcsstk25.mtx,156.138
large_A_11.mtx,76.7071
ABACUS_shell_hd_K.mtx,190.736
c-48.mtx,218.633
bcsstm24.mtx,32.6679
t2d_q4_A_13.mtx,99.0357
M80PI_n.mtx,39.0517
lpi_bgdbg1.mtx,71.2181
descriptor_xingo6u.mtx,112.538
rbsb480.mtx,47.6756
nemeth05.mtx,215.848
bodyy4.mtx,79.539
c-37.mtx,120.715
ncvxqp9.mtx,54.3168
ted_A.mtx,426.276
hydr1c_A_34.mtx,55.6283
oscil_dcop_50.mtx,31.6957
lnsp3937.mtx,52.4225
Zd_Jac6.mtx,1812.87
hydr1c_A_07.mtx,57.7049
flowmeter0.mtx,51.4855
nemeth24.mtx,638.523
t2d_q9_A_25.mtx,93.5629
t2d_q4_A_18.mtx,88.0287
TSC_OPF_1047.mtx,953.93
meg4.mtx,278.326
gams10am.mtx,37.2695
astro-ph.mtx,227.009
oscil_dcop_37.mtx,37.6914
scrs8-2r_A_06.mtx,43.9968
lowThrust_13.mtx,114.601
GD01_a.mtx,36.2063
delf_A_36.mtx,54.4762
n4c6-b3.mtx,44.2098
freeFlyingRobot_15.mtx,168.295
oscil_dcop_14.mtx,40.4715
TSOPF_FS_b162_c1_b.mtx,42.5884
pcb3000.mtx,693.24
p010.mtx,227.584
hangGlider_1.mtx,51.037
freeFlyingRobot_14.mtx,166.919
cis-n4c6-b3.mtx,48.1313
fs_183_1.mtx,58.707
lp_sc205.mtx,34.4707
e40r0100.mtx,528.422
vibrobox.mtx,281.44
str_600.mtx,34.7263
Zd_Jac6_db.mtx,644.719
bcsstk22.mtx,29.8817
nopoly.mtx,62.5219
Ecoli_10NN.mtx,32.9502
t2d_q4_A_42.mtx,88.5974
nemeth04.mtx,230.982
t2d_q9_A_42.mtx,92.9335
gre_185.mtx,32.7431
n3c6-b8.mtx,60.7254
big.mtx,106.571
crystm02.mtx,135.314
hep-th.mtx,61.9331
TSOPF_RS_b300_c2.mtx,2394.88
scsd8-2b.mtx,115.797
G67.mtx,43.9955
bcsstk05.mtx,38.1924
delf_A_33.mtx,49.8874
lhr14.mtx,336.174
p0548.mtx,51.6844
foldoc.mtx,158.022
lp_standata.mtx,106.596
hydr1c_A_73.mtx,57.2159
t2d_q9_A_27.mtx,96.4746
pltexpa_A_4.mtx,167.953
delf_A_34.mtx,51.3287
Reuters911_Day_17.mtx,71.4355
t2d_q4_A_45.mtx,88.3689
hydr1c_A_56.mtx,54.9095
beaflw.mtx,99.3082
hangGlider_4.mtx,798.578
dynamicSoaringProblem_5.mtx,43.1731
t2d_q9_A_06.mtx,91.7269
t2d_q9_A_35.mtx,92.2436
fxm2-16.mtx,96.4149
delf_A_03.mtx,57.2204
EternityII_Etilde.mtx,1203.13
Reuters911_Day_21.mtx,66.6149
spmsrtls.mtx,112.38
lund_b.mtx,32.7502
lp_vtp_base.mtx,42.8764
ABACUS_shell_ud_M.mtx,181.47
nemeth11.mtx,241.774
rw5151.mtx,41.2433
rat_A_2.mtx,140.722
scfxm1-2b_A_2.mtx,50.9518
ch6-6-b4.mtx,48.07
TSOPF_RS_b162_c4_b.mtx,44.2942
lund_a.mtx,31.59
oscil_dcop_01.mtx,32.2173
cz148.mtx,34.6692
swang1.mtx,50.2393
bips98_606_C.mtx,32.7394
std1_Jac3.mtx,1639.81
lhr17.mtx,408.427
bips07_1693_C.mtx,29.654
pltexpa_A_5.mtx,159.73
TSOPF_RS_b9_c6.mtx,60.4944
hydr1c_A_69.mtx,59.9267
Chebyshev1.mtx,56.1494
t2d_q9_A_02.mtx,88.1507
Reuters911_Day_42.mtx,54.6044
oscil_dcop_02.mtx,31.7278
delf_A_10.mtx,51.2729
cz10228.mtx,118.466
oscil_dcop_55.mtx,31.7378
freeFlyingRobot_12.mtx,152.295
Pres_Poisson.mtx,318.453
inlet.mtx,294.16
hydr1c_A_42.mtx,63.6719
rail_5177.mtx,45.6694
nemeth08.mtx,214.009
lp_scsd6.mtx,35.1117
sctap1-2c_A_2.mtx,37.4469
psmigr_2.mtx,988.231
ABACUS_shell_ud_K.mtx,186.345
case9_A_12.mtx,74.0841
lp_grow15.mtx,37.5936
bloweybq.mtx,64.5962
mbeause.mtx,96.1371
cavity25.mtx,178.644
ch5-5-b4.mtx,29.8018
Alemdar.mtx,49.8927
football.mtx,31.8001
Trefethen_200b.mtx,31.8955
t2d_q4_A_28.mtx,93.5469
n4c5-b6.mtx,48.1155
Reuters911_Day_36.mtx,68.9449
hydr1c_A_40.mtx,56.9747
beause.mtx,96.4008
t2d_q9_A_08.mtx,88.1699
lp_sc105.mtx,32.9803
sctap1-2r_A_06.mtx,48.5218
raefsky4.mtx,531.233
hydr1c_A_18.mtx,55.7786
model10.mtx,219.387
case9_b1_11.mtx,48.4966
poli_large.mtx,159.069
large_A_32.mtx,60.6327
str_400.mtx,35.0017
hi2010.mtx,133.137
oscil_trans_01.mtx,36.3225
lowThrust_11.mtx,113.894
bloweya.mtx,1185.37
hydr1c_A_27.mtx,57.8937
mark3jac060.mtx,719.203
Reuters911_Day_23.mtx,64.5323
nd6k.mtx,2766.96
t2d_q9_A_38.mtx,89.3578
bayer02.mtx,125.681
nemeth14.mtx,235.303
jan99jac020sc.mtx,134.288
raefsky2.mtx,267.111
hydr1c_A_67.mtx,54.8982
t2dah.mtx,110.806
bcsstk06.mtx,34.9449
pltexpa_A_1.mtx,33.775
hydr1c_A_54.mtx,55.5084
viscoplastic1_C_6.mtx,60.2342
dynamicSoaringProblem_8.mtx,43.8475
hydr1c_A_12.mtx,53.9467
str_0.mtx,42.5588
Si10H16.mtx,485.896
PGPgiantcompo.mtx,89.9499
impcol_a.mtx,31.9386
n4c5-b10.mtx,32.2991
Reuters911_Day_47.mtx,59.7508
sctap1-2c_A_1.mtx,35.9488
TSOPF_FS_b39_c7.mtx,309.561
hydr1c_A_52.mtx,55.105
t2d_q9_A_13.mtx,90.0901
Reuters911_Day_12.mtx,59.0872
delf_A_29.mtx,58.9899
sinc18.mtx,741.552
LFAT5000_M.mtx,65.3378
mcca.mtx,36.0738
graphics.mtx,114.091
mult_dcop_01.mtx,2734.86
pesa.mtx,85.6376
sts4098.mtx,77.6119
impcol_e.mtx,33.7543
inlet_B.mtx,37.6738
tuma2.mtx,66.1094
Zd_Jac2_db.mtx,674.78
G59.mtx,54.1265
t2dal_bci_Aside.mtx,31.6114
appu.mtx,1899.88
tumorAntiAngiogenesis_6.mtx,60.64
west0381.mtx,34.1625
large_A_22.mtx,59.9659
Reuters911_Day_55.mtx,57.821
case9_b1_12.mtx,41.2296
Reuters911_Day_53.mtx,59.4287
chipcool0.mtx,265.482
hydr1c_A_22.mtx,55.356
c-27.mtx,78.3783
Reuters911_Day_54.mtx,63.8893
t2d_q4_A_15.mtx,91.7087
ex18.mtx,85.0812
seymourl.mtx,62.843
delf_A_11.mtx,56.3056
Reuters911_Day_16.mtx,77.2132
saylr1.mtx,38.6582
sctap1-2r_A_05.mtx,45.5095
tumorAntiAngiogenesis_7.mtx,58.6999
bcsstm25.mtx,49.7479
lhr10c.mtx,276.776
case9_b2_07.mtx,43.6774
lp_osa_30.mtx,9116.83
lowThrust_6.mtx,107.448
EAT_RS.mtx,1071.17
gemat11.mtx,72.5393
t520.mtx,141.649
airfoil_2d.mtx,227.055
EAT_SR.mtx,465.749
utm300.mtx,35.2333
oscil_dcop_25.mtx,31.9722
sts4098_b.mtx,32.1144
rdb200.mtx,31.8551
large_A_18.mtx,60.7201
G66.mtx,47.5722
utm5940.mtx,96.4282
rim.mtx,1067.2
cvxqp3.mtx,92.4034
t2d_q4_A_41.mtx,90.5468
bcsstk03.mtx,31.4089
scrs8-2r_A_08.mtx,47.7732
bcsstk21.mtx,40.0748
scsd8-2r_A_02.mtx,41.9245
rdist1.mtx,152.486
mhd3200b.mtx,38.1351
dermatology_5NN.mtx,38.8542
aircraft.mtx,50.0961
oscil_dcop_39.mtx,33.6595
raefsky1.mtx,272.704
Reuters911_Day_43.mtx,55.3887
rail_20209_B.mtx,43.6368
co9.mtx,198.33
swang2.mtx,42.9534
N_pid.mtx,65.908
case9_A_04.mtx,84.4758
c-49.mtx,275.385
Trefethen_20000.mtx,197.746
robot.mtx,33.5058
c-45.mtx,96.7005
cz20468.mtx,198.833
Trefethen_300.mtx,33.1171
lp_brandy.mtx,43.1151
scrs8-2r_A_10.mtx,99.8426
rajat14.mtx,53.1881
lp_etamacro.mtx,35.427
M80PI_n_E.mtx,36.1335
flowmeter5_B.mtx,39.9151
large_A_03.mtx,57.8351
gre_216b.mtx,32.2374
nsct_A_1.mtx,866.456
c-24.mtx,64.231
stormg2-27.mtx,134.513
cq9.mtx,183.508
S80PI_n1.mtx,36.5479
nemeth21.mtx,505.011
g7jac060.mtx,476.026
hydr1c_A_62.mtx,55.4196
N_reactome.mtx,181.493
gas11.mtx,32.7318
lp_qap15.mtx,100.461
poisson2D.mtx,36.2318
lhr11.mtx,258.343
large_A_33.mtx,59.2205
hydr1c_A_31.mtx,54.9211
ex11.mtx,872.139
TSOPF_RS_b678_c1.mtx,3718.95
msc23052.mtx,515.448
cage7.mtx,34.3802
c-35.mtx,147.615
hydr1c_A_28.mtx,55.0064
c-38.mtx,146.182
case9_A_02.mtx,78.0332
rajat03.mtx,49.6795
rw496.mtx,33.9147
nemeth19.mtx,368.508
lpi_ex72a.mtx,30.2393
3D_28984_Tetra.mtx,4197.99
Trefethen_500.mtx,31.5608
Reuters911_Day_50.mtx,58.1284
fd15.mtx,51.7606
windscreen_M.mtx,575.93
ted_B_unscaled.mtx,99.2302
kmnist_norm_10NN.mtx,122.868
nnc261.mtx,34.8529
ck400.mtx,32.3052
lpi_gosh.mtx,152.043
t2d_q4_A_19.mtx,87.9973
bips07_3078_C.mtx,31.6102
hydr1c_A_74.mtx,53.8483
case9_b2_09.mtx,40.9504
lp_nug15.mtx,100.584
psse0.mtx,100.479
t2dal_bci_Atop.mtx,39.6708
t2d_q4_A_08.mtx,87.098
cavity20.mtx,169.232
shermanACa.mtx,313.798
oscil_dcop_31.mtx,31.0601
hydr1c_A_58.mtx,54.6786
large_A_28.mtx,60.5528
dynamicSoaringProblem_7.mtx,42.4988
c-36.mtx,62.3539
nasa4704.mtx,77.8599
oscil_dcop_29.mtx,31.6052
relat7b.mtx,86.1715
rail_5177_C.mtx,30.2161
ulevimin.mtx,3025.81
stokes64.mtx,81.6507
bcsstm36.mtx,217.861
bips07_2476_C.mtx,29.086
nsic_A_1.mtx,43.5097
t2d_q4_A_36.mtx,88.1836
large_A_08.mtx,59.0083
hydr1c_A_25.mtx,58.1163
YaleA_10NN.mtx,39.253
coater2.mtx,232.712
delf_A_08.mtx,51.7956
olafu.mtx,417.595
hydr1c_A_03.mtx,54.8973
shyy41.mtx,38.8863
bips98_1142_C.mtx,29.4773
cavity04.mtx,56.2956
mk11-b4b.mtx,54.4346
large_A_35.mtx,60.2875
sinc12.mtx,228.38
scsd8-2c_A_3.mtx,114.455
Reuters911_Day_05.mtx,99.1882
TSOPF_RS_b2052_c1.mtx,5878.46
gyro_m.mtx,163.551
hydr1c_A_64.mtx,55.7539
n2c6-b7.mtx,51.8096
case9_A_03.mtx,74.2452
scrs8-2r_A_02.mtx,39.1176
lp_pds_10.mtx,168.685
t2d_q4_A_17.mtx,86.3899
oscil_dcop_09.mtx,31.5172
nemeth20.mtx,413.229
ch7-9-b2.mtx,60.2422
ABACUS_shell_md_K.mtx,186.419
lp_nug20.mtx,238.555
case9_b2_08.mtx,41.2224
bundle1.mtx,352.806
cz308.mtx,33.7766
lp_stocfor3.mtx,300.53
shermanACb.mtx,1314.49
cavity26.mtx,167.062
t2d_q4_A_01.mtx,89.513
Reuters911_Day_40.mtx,62.3637
large_A_06.mtx,59.1798
c-34.mtx,142.368
hydr1c_A_05.mtx,55.1446
sctap1-2c.mtx,61.6804
car4.mtx,94.6296
lp_capri.mtx,46.6442
jan99jac060.mtx,373.78
bcsstm21.mtx,39.2875
p0291.mtx,43.5767
oscil_dcop_36.mtx,39.2557
pltexpa_A_2.mtx,47.8776
t2d_q9_A_05.mtx,88.9275
c-23.mtx,81.5728
viscoplastic1_C_5.mtx,70.2529
delf_A_19.mtx,55.9656
std1_Jac2.mtx,1420.88
lp_degen2.mtx,38.8839
gyro.mtx,435.961
delf_A_05.mtx,57.0458
bayer09.mtx,95.0993
cdde6.mtx,18.3493
f855_mat9.mtx,167.343
n2c6-b8.mtx,22.8601
adder_dcop_25.mtx,166.811
lp_fit2p.mtx,45.0953
filter2D_E.mtx,16.8507
extr1b.mtx,36.3779
spaceShuttleEntry_3.mtx,121.836
west1505.mtx,22.8359
adder_dcop_27.mtx,167.077
utm1700b.mtx,47.7692
dw2048.mtx,46.7212
cdde5.mtx,34.4561
N_biocarta.mtx,49.6006
saylr3.mtx,40.9415
adder_dcop_10.mtx,181.078
bcsstm13.mtx,54.9233
small.mtx,54.7048
n4c5-b3.mtx,41.3508
Goodwin_013.mtx,75.5646
extr1b_A_30.mtx,42.92
deter0.mtx,48.4534
TS.mtx,50.7153
bcsstm12.mtx,26.6407
extr1b_A_10.mtx,34.4996
lp_cycle.mtx,46.5461
c-19.mtx,60.866
Binaryalphadigs_10NN.mtx,25.58
lhr02.mtx,59.7898
adder_dcop_47.mtx,159.576
spaceShuttleEntry_4.mtx,167.284
S40PI_n1_E.mtx,38.5952
ex4.mtx,52.1765
sherman1.mtx,38.6664
GL7d25.mtx,134.611
QRpivot_b.mtx,32.211
G28.mtx,53.9556
Maragal_4.mtx,126.149
bcsstk11.mtx,50.4051
extr1b_A_12.mtx,54.9512
dataset18mfeatmorphological_10NN.mtx,51.2019
adder_dcop_57.mtx,203.608
mk10-b4.mtx,45.6266
scagr7-2c_A_3.mtx,45.5697
orani678.mtx,446.185
ex6.mtx,115.974
fs_541_4.mtx,47.4992
rel6.mtx,47.226
ex10.mtx,56.9452
model9.mtx,121.215
b_dyn.mtx,49.396
scrs8-2b_A_1.mtx,36.4045
ex7.mtx,146.492
lpi_bgindy.mtx,184.761
pcb1000.mtx,195.896
fs_541_3.mtx,38.2862
g7jac010sc.mtx,72.3514
adder_dcop_33.mtx,183.258
dynamicSoaringProblem_2.mtx,42.4511
fs_541_1.mtx,48.5124
small_A_01.mtx,39.5773
hangGlider_2.mtx,113.28
n3c6-b3.mtx,35.0573
extr1b_A_04.mtx,52.9617
piston_E.mtx,137.149
utm3060.mtx,75.4178
laser.mtx,46.6852
adder_dcop_12.mtx,181.808
cis-n4c6-b2.mtx,32.4993
G34.mtx,34.4672
scrs8-2b_A_3.mtx,39.2881
illc1033.mtx,34.3262
rail_1357.mtx,35.7975
extr1b_A_24.mtx,47.9252
lowThrust_2.mtx,39.9142
freeFlyingRobot_5.mtx,96.2584
model8.mtx,73.2577
lnsp_511.mtx,35.5337
lp_modszk1.mtx,40.833
adder_dcop_11.mtx,176.745
adder_dcop_55.mtx,181.168
CAG_mat1916.mtx,251.782
adder_dcop_09.mtx,186.958
lp_greenbea.mtx,112.568
extr1b_A_15.mtx,54.744
small_A_15.mtx,77.6909
init_adder1.mtx,183.757
b2_ss.mtx,43.9186
adder_dcop_16.mtx,182.475
G12.mtx,34.3158
n4c5-b4.mtx,40.1555
relat6.mtx,38.8452
ex33.mtx,45.5058
Sieber.mtx,266.376
ex24.mtx,75.297
semeion_10NN.mtx,41.958
adder_dcop_21.mtx,180.688
lp22.mtx,88.4394
bayer08.mtx,94.281
scagr7-2c.mtx,45.5229
cep1.mtx,39.7006
adder_dcop_39.mtx,179.292
plddb_A_10.mtx,44.8582
LeGresley_2508.mtx,63.5173
nasa1824.mtx,54.9777
extr1b_A_16.mtx,49.8689
G31.mtx,47.1785
bp_1200.mtx,72.8177
extr1b_A_26.mtx,47.1689
extr1b_A_35.mtx,47.8012
adder_dcop_48.mtx,176.582
scrs8-2b_A_2.mtx,38.969
ch6-6-b2.mtx,38.7636
extr1b_A_01.mtx,51.4399
g7jac010.mtx,73.1929
lp_osa_14.mtx,4532.73
extr1b_A_29.mtx,56.7005
adder_dcop_14.mtx,182.284
plddb_A_12.mtx,46.454
dataset20mfeatpixel_10NN.mtx,58.6213
photogrammetry.mtx,43.5706
SciMet.mtx,58.0118
model3.mtx,71.3367
slptsk.mtx,94.6351
adder_dcop_42.mtx,184.102
ex28.mtx,80.6542
cavity14.mtx,130.917
cdde1.mtx,34.7672
extr1b_A_31.mtx,60.6839
fxm2-6.mtx,74.079
extr1b_A_27.mtx,49.7871
scrs8-2c_A_1.mtx,43.5537
adder_dcop_51.mtx,194.776
ex23.mtx,105.861
lutz30-23-b6.mtx,39.3567
small_A_04.mtx,40.4811
reorientation_4.mtx,207.013
bayer06.mtx,98.1459
adder_dcop_45.mtx,182.261
extr1b_A_32.mtx,46.238
plsk1919.mtx,37.2068
rail_1357_E.mtx,43.8044
adder_dcop_19.mtx,182.606
piston_M.mtx,37.446
dynamicSoaringProblem_3.mtx,44.4536
bp_0.mtx,63.5817
adder_trans_02.mtx,186.302
rail_1357_C.mtx,34.7382
M40PI_n1.mtx,67.3552
extr1b_A_08.mtx,49.7525
lp_degen3.mtx,65.8001
dataset16mfeatkarhunen_10NN.mtx,49.0881
dw256A.mtx,34.5729
gams60am.mtx,48.1091
bcsstm23.mtx,36.1931
adder_dcop_41.mtx,180.81
adder_dcop_28.mtx,181.075
spaceStation_11.mtx,59.8422
bcsstk14.mtx,60.4719
bp_800.mtx,71.8031
adder_dcop_50.mtx,183.45
model6.mtx,91.2223
extr1b_A_37.mtx,47.0673
bcsstk23.mtx,54.3536
rail2586.mtx,21949.7
G27.mtx,53.5165
G30.mtx,53.0972
small_A_05.mtx,40.3477
mk9-b3.mtx,36.6198
bcsstm26.mtx,38.2585
small_A_13.mtx,37.7112
small_A_16.mtx,42.356
extr1b_A_07.mtx,47.7583
G40.mtx,38.9809
adder_dcop_54.mtx,187.287
n3c6-b9.mtx,52.5329
adder_dcop_40.mtx,180.871
adder_dcop_46.mtx,182.517
adder_dcop_60.mtx,181.922
reorientation_3.mtx,193.999
piston.mtx,102.636
TS_b.mtx,33.8587
extr1b_A_17.mtx,54.1788
adder_dcop_56.mtx,179.318
adder_dcop_07.mtx,238.222
scagr7-2c_A_2.mtx,35.0869
cavity11.mtx,142.317
scrs8-2b.mtx,43.3921
c-18.mtx,56.525
wang2.mtx,46.7189
plantstexture_10NN.mtx,45.3304
reorientation_5.mtx,221.541
freeFlyingRobot_3.mtx,72.0336
extr1b_A_06.mtx,52.7254
extr1b_A_03.mtx,48.6518
lp_pilot.mtx,97.3792
well1850.mtx,43.1389
qh882.mtx,41.5584
M20PI_n_E.mtx,33.4002
dwb512.mtx,39.4646
adder_dcop_65.mtx,183.511
plddb_A_03.mtx,51.169
plddb_A_01.mtx,52.5543
adder_dcop_29.mtx,179.227
adder_dcop_43.mtx,181.95
plddb_A_06.mtx,51.3028
ex13.mtx,65.4344
bp_600.mtx,68.4213
S20PI_n1_E.mtx,44.4476
msc01440.mtx,66.387
extr1b_A_44.mtx,46.6986
adder_dcop_34.mtx,185.892
pde2961.mtx,43.9125
extr1b_A_42.mtx,46.85
l30.mtx,67.6224
kineticBatchReactor_1.mtx,78.0382
extr1b_A_34.mtx,47.0542
scrs8-2c_A_3.mtx,40.8191
primagaz.mtx,213.897
orsreg_1.mtx,38.2131
adder_dcop_05.mtx,183.743
adder_dcop_59.mtx,177.717
bcsstk02.mtx,47.0514
lp_agg2.mtx,43.3671
adder_dcop_02.mtx,181.248
ex10hs.mtx,59.5276
olm1000.mtx,36.2483
iprob.mtx,349.415
adder_dcop_24.mtx,193.577
west0655.mtx,37.5197
lp_scsd1.mtx,42.3175
lp_ken_07.mtx,47.9008
S20PI_n1.mtx,37.2437
cdde4.mtx,37.3806
n2c6-b3.mtx,35.3116
Maragal_3.mtx,96.9411
adder_dcop_44.mtx,181.93
adder_dcop_03.mtx,192.077
cz2548.mtx,59.2492
adder_dcop_69.mtx,176.302
Plants_10NN.mtx,47.4758
extr1b_A_02.mtx,46.4213
zenios.mtx,107.27
685_bus.mtx,37.558
662_bus.mtx,35.6955
filter2D_B.mtx,35.7277
extr1b_A_05.mtx,47.4274
gen4.mtx,480.133
Chebyshev2.mtx,254.927
bcsstk26.mtx,54.6669
cavity15.mtx,123.256
Trefethen_2000.mtx,44.7699
Franz1.mtx,42.0631
c-20.mtx,58.0288
lp_gfrd_pnc.mtx,35.9369
epb0.mtx,39.6915
bcsstm11.mtx,34.0876
scrs8-2c.mtx,46.5965
lpi_gran.mtx,55.9583
watt_1.mtx,40.6666
west0989.mtx,37.9441
wang1.mtx,45.7638
