matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
ex19,259879,12005,12005,0,r,1,0,21.647564,1,50,116904,142975,44.984,154647,105232,59.507,86392,173487,33.243,247.366882,267.625977,281.707947,281.084045,260.40976,256.255066,260.295959,0.924301,0.878097,0.880046,0.949914,0.965315,0.950329,0,0.0000000445787,1.98408E-14,1.68709E-10,5.03757E-13,5.03758E-13,5.03735E-13,125.819168,1.966051,0.00000782647
cryg10000,49699,10000,10000,0,r,1,0,4.9699,3,5,14019,35680,28.208,28767,20932,57.882,24499,25200,49.295,36.314144,39.819393,42.780769,43.754719,37.920513,37.96067,39.403774,0.911971,0.848843,0.829948,0.957639,0.956625,0.921591,0,0.0000000405359,4.74685E-12,3.13529E-10,4.01868E-10,4.01868E-10,4.01868E-10,24.298719,1.494488,0.00000726061
hydr1c_A_50,19494,5308,5308,0,r,1,0,3.67257,1,12,7299,12195,37.442,18212,1282,93.424,18066,1428,92.675,12.059136,14.944064,16.628672,15.906816,14.452672,14.408576,15.889952,0.806952,0.725201,0.758111,0.834388,0.836942,0.758916,0,0.000000046376,1.10947E-13,6.18454E-11,3.20756E-10,3.20756E-10,3.20756E-10,9.193856,1.311652,0.00000665889
delf_A_14,14928,3116,6591,0,r,1,0,4.790757,2,21,5967,8961,39.972,12721,2207,85.216,9049,5879,60.618,13.499104,15.191072,17.260193,17.177088,14.367776,14.230464,16.257183,0.888621,0.782095,0.785878,0.93954,0.948606,0.830347,0,0.0000000479683,2.94321E-11,1.02882E-10,0.00000000348805,0.00000000348805,0.00000000348805,9.607968,1.40499,0.0000073899
oscil_dcop_46,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.72336,2.954944,3.21376,2.956256,2.951168,3.013024,3.253408,0.921628,0.847406,0.921219,0.922808,0.903863,0.837079,0,0.0000000519753,5.23267E-14,1.42301E-10,1.9107E-10,1.9107E-10,1.9107E-10,2.835776,0.960358,0.00000649831
t2d_q9_A_19,87025,9801,9801,0,r,1,0,8.879196,4,9,31249,55776,35.908,1977,85048,2.272,961,86064,1.104,89.283455,89.672478,101.206306,93.424126,90.190208,88.806877,93.08374,0.995662,0.882193,0.955679,0.989946,1.005366,0.959173,0,0.000000046096,0.00000000189953,2.66256E-10,5.10347E-10,5.10347E-10,5.10347E-10,45.392353,1.966927,0.0000080687
scrs8-2r_A_04,3149,784,1501,0,r,1,0,4.016582,1,15,875,2274,27.787,330,2819,10.48,12,3137,0.381,4.945472,5.586944,6.260608,5.5848,4.997248,4.980448,5.227552,0.885184,0.789935,0.885524,0.989639,0.992977,0.94604,0,0.000000043533,0.00000000275437,2.65638E-10,1.69754E-10,1.69754E-10,1.69754E-10,4.10816,1.203817,0.00000799655
tumorAntiAngiogenesis_3,3952,410,410,1,r,1,0,9.639024,2,406,2122,1830,53.694,3914,38,99.038,3952,0,100,6.434688,7.39152,7.645472,7.623968,7.355008,7.31008,7.370304,0.87055,0.841634,0.844008,0.874872,0.880249,0.873056,0,0.0000000412882,1.3335E-14,2.5999E-12,0.0000000412882,0.0000000412882,0.0000000412882,4.770272,1.348914,0.000000269426
mesh3em5,1889,289,289,1,r,1,0,6.536332,4,9,1120,769,59.291,1056,833,55.903,0,1889,0,3.247488,3.291296,3.275328,3.256032,3.26208,3.261152,3.250368,0.98669,0.9915,0.997376,0.995527,0.99581,0.999114,0,0.0000000407053,0.00000000242715,2.23059E-14,0,0,0,2.85744,1.136503,0.00000396988
bfwa398,3678,398,398,0,r,1,0,9.241206,3,23,2610,1068,70.962,1431,2247,38.907,0,3678,0,5.454912,6.029792,6.78224,6.307328,5.568224,5.441184,5.714912,0.90466,0.804294,0.864853,0.97965,1.002523,0.954505,0,0.0000000415847,0.0000000085419,1.83051E-10,0,0,0,4.133696,1.319621,0.00000808282
chipcool1_E,20082,20082,20082,1,r,1,0,1,1,1,20082,0,100,17239,2843,85.843,20082,0,100,13.553184,14.444928,15.448864,18.568352,14.913152,15.008192,15.414464,0.938266,0.877293,0.729908,0.908807,0.903052,0.879251,0,0.0000000460118,0.0000000460118,9.01984E-11,0.0000000460118,0.0000000460118,0.0000000460118,12.094304,1.120625,0.00000352655
nemeth25,1511758,9506,9506,1,r,1,0,159.03198,62,193,1511758,0,100,1171504,340254,77.493,0,1511758,0,384.667297,429.336823,433.691101,456.595093,378.411621,377.513306,374.071045,0.895957,0.886961,0.842469,1.016531,1.01895,1.028327,0,0.0000000438639,0.0000000438639,1.58384E-10,0,0,0,242.862503,1.583889,0.000010502
Kuu,340200,7102,7102,1,r,1,0,47.901999,23,98,265334,74866,77.994,106686,233514,31.36,0,340200,0,168.796005,191.514847,208.426788,197.50499,171.036194,168.800415,171.906204,0.881373,0.809858,0.854642,0.986902,0.999974,0.981908,0,0.0000000470147,0.00000000544951,3.31271E-10,0,0,0,93.593376,1.803504,0.00000834359
Zd_Jac3_db,713907,22835,22835,0,r,1,0,31.263718,1,224,549393,164514,76.956,687532,26375,96.306,162680,551227,22.787,532.400757,584.163086,577.045044,608.552856,559.510254,551.630554,565.238159,0.911391,0.922633,0.874864,0.951548,0.96514,0.941905,0,0.0000000435231,3.53799E-14,2.85177E-12,0.00000000994423,0.00000000994423,0.00000000994423,283.186554,1.880035,0.00000730881
oscil_dcop_26,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.674144,3.05632,3.669088,3.079072,3.145504,3.058048,3.259616,0.874956,0.728831,0.86849,0.850148,0.874461,0.820386,0,0.0000000294026,7.23122E-14,2.70401E-10,4.42827E-10,4.42827E-10,4.42827E-10,3.510976,0.761653,0.00000475147
igbt3,234006,10938,10938,0,r,1,0,21.393856,2,42,170614,63392,72.91,227433,6573,97.191,202170,31836,86.395,223.894913,236.471802,272.493011,248.56871,239.905823,233.499619,237.996094,0.946814,0.821654,0.900737,0.933262,0.958866,0.94075,0,0.0000000482598,2.05824E-14,1.39387E-11,2.10295E-11,2.10295E-11,2.10295E-11,110.448288,2.027147,0.00000632408
dw8192,41746,8192,8192,0,r,1,0,5.095947,3,8,34578,7168,82.829,19140,22606,45.849,1800,39946,4.312,30.067167,33.023743,37.723679,39.377312,30.014751,30.211456,31.788736,0.910471,0.797037,0.763566,1.001746,0.995224,0.945843,0,0.0000000415268,0.00000000179086,1.74231E-10,2.90056E-10,2.90056E-10,2.90056E-10,20.711201,1.451735,0.0000072682
t2dal_bci_E,4257,4257,4257,1,r,1,0,1,1,1,4257,0,100,2203,2054,51.75,4257,0,100,4.459552,4.761952,6.445152,5.385696,4.934112,4.84448,5.038464,0.936497,0.691923,0.828036,0.903821,0.920543,0.885101,0,0.0000000434117,0.0000000434117,3.11555E-10,0.0000000434117,0.0000000434117,0.0000000434117,4.831744,0.922969,0.00000359576
lp_finnis,2760,497,1064,0,r,1,0,5.55332,2,41,905,1855,32.79,329,2431,11.92,0,2760,0,4.018656,4.518144,4.586912,4.342752,4.135776,4.08368,4.054368,0.889448,0.876114,0.925371,0.971681,0.984077,0.991192,0,0.0000000501654,0.00000000354596,3.18941E-10,0,0,0,4.233088,0.949344,0.00000713233
cari,152800,400,1200,0,r,1,0,382,382,382,152000,800,99.476,80000,72800,52.356,0,152800,0,37.540958,35.256287,35.34576,35.206402,38.343201,37.708416,38.539616,1.064802,1.062106,1.066311,0.979077,0.995559,0.974088,0,0.0000000289517,0.00000000883394,1.97758E-10,0,0,0,24.400513,1.538532,0.0000160398
t2d_q4_A_10,87025,9801,9801,0,r,1,0,8.879196,4,9,65223,21802,74.947,0,87025,0,0,87025,0,88.995811,89.594208,107.596291,92.425308,89.962433,88.528099,92.849152,0.993321,0.827127,0.962894,0.989255,1.005283,0.958499,0,0.0000000451426,0.0000000101938,0,0,0,0,46.222782,1.925367,0.00000801618
g7jac100sc,384636,29610,29610,0,r,1,0,12.990071,2,153,201568,183068,52.405,78156,306480,20.319,21206,363430,5.513,292.400421,328.198303,368.998138,344.850311,300.025177,296.374664,306.899933,0.890926,0.792417,0.847905,0.974586,0.98659,0.952755,0,0.0000000254808,6.73382E-11,9.87491E-12,1.83742E-11,1.83742E-11,1.83742E-11,163.131516,1.792421,0.00000442319
psse2,115262,28634,11028,0,r,1,0,4.025354,1,28,8032,107230,6.968,80654,34608,69.974,59424,55838,51.556,114.615295,124.364861,125.565857,139.18605,120.496765,118.949539,131.997818,0.921605,0.91279,0.823468,0.95119,0.963562,0.868312,0,0.0000000457534,2.70284E-12,2.98711E-10,2.31305E-10,2.31305E-10,2.31305E-10,70.095871,1.635122,0.00000629051
bcsstm07,7252,420,420,1,r,1,0,17.266667,2,26,4756,2496,65.582,5864,1388,80.86,1061,6191,14.63,10.035712,10.802976,12.02528,11.939168,10.290784,10.241536,10.426464,0.928977,0.834551,0.84057,0.975214,0.979903,0.962523,0,0.0000000425887,2.67991E-11,1.77636E-10,6.72906E-11,6.72906E-11,6.72906E-11,6.939296,1.446215,0.00000814174
TSOPF_FS_b300_b,29213,29214,1,0,r,1,1,0.999966,0,1,28778,435,98.511,21196,8017,72.557,29213,0,100,18.870815,19.966656,22.846527,21.376991,20.558784,20.896641,21.357727,0.945116,0.825982,0.882763,0.917895,0.903055,0.883559,0,0.0000000363178,0.0000000056735,3.61337E-11,0.0000000363178,0.0000000363178,0.0000000363178,16.221825,1.163298,0.00000339019
oscil_dcop_41,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.626656,3.042528,3.109728,3.024576,3.071168,3.070496,3.287968,0.863314,0.844658,0.868438,0.855263,0.85545,0.798869,0,0.0000000362443,4.03103E-14,1.42125E-10,1.62373E-10,1.62373E-10,1.62373E-10,3.50912,0.748523,0.00000367347
mult_dcop_02,193276,25187,25187,0,r,1,0,7.673641,1,22767,192417,859,99.556,191533,1743,99.098,187435,5841,96.978,396.177673,480.576447,479.077881,480.146088,505.62561,479.177917,508.147827,0.82438,0.826959,0.825119,0.78354,0.826786,0.77965,0,0.00000000811464,3.60174E-11,2.07635E-12,0.00000000360398,0.00000000360398,0.00000000360398,271.485779,1.459294,0.00000437468
lp_scagr25,1725,471,671,0,r,1,0,3.66242,1,10,415,1310,24.058,0,1725,0,1,1724,0.058,2.872512,3.289664,3.611072,3.029472,3.14208,2.995712,3.060224,0.873193,0.795473,0.948189,0.914207,0.958875,0.938661,0,0.0000000399885,0.00000000691952,0,2.85307E-10,2.85307E-10,2.85307E-10,3.440544,0.834901,0.00000824073
deter8,22299,3831,10905,0,r,1,0,5.820673,2,30,7565,14734,33.925,0,22299,0,0,22299,0,19.03376,23.406015,23.3736,19.986816,19.347391,19.191456,19.759329,0.8132,0.814327,0.952316,0.983789,0.991783,0.96328,0,0.0000000360558,0.0000000237487,0,0,0,0,13.31952,1.429012,0.00000732949
Kaufhold,42471,8765,8765,0,r,1,0,4.845522,1,28,27763,14708,65.369,37512,4959,88.324,42471,0,100,34.428288,39.311359,44.524895,45.482975,39.458366,39.31472,40.414047,0.875785,0.773237,0.756949,0.872522,0.87571,0.851889,0,0.0000000392001,2.05188E-15,4.65166E-11,0.0000000392001,0.0000000392001,0.0000000392001,22.512735,1.529281,0.00000382603
gre_115,421,115,115,0,r,1,0,3.66087,2,7,421,0,100,3,418,0.713,0,421,0,2.556,2.383328,2.65072,2.651584,2.440512,2.332576,2.339584,1.07245,0.964266,0.963952,1.047321,1.095784,1.092502,0,0.0000000436234,0.0000000436234,1.0962E-15,0,0,0,3.503584,0.729539,0.00000671384
t2d_q4_A_39,87025,9801,9801,0,r,1,0,8.879196,4,9,452,86573,0.519,41676,45349,47.89,43242,43783,49.689,89.08371,89.540482,92.738846,100.504028,91.72493,90.333984,94.353249,0.994899,0.960587,0.88637,0.971205,0.986159,0.944151,0,0.0000000449533,1.21565E-13,2.1001E-10,5.3916E-10,5.3916E-10,5.3916E-10,46.590111,1.912073,0.00000913996
arc130,1282,130,130,0,r,1,0,9.861538,1,124,1044,238,81.435,1186,96,92.512,1172,110,91.42,3.494496,3.880064,5.089376,4.022464,3.933632,4.060512,3.959968,0.900628,0.686626,0.868745,0.888364,0.860605,0.882456,0,0.0000000191448,3.60805E-13,1.2119E-12,1.20602E-12,1.20602E-12,1.20602E-12,2.859808,1.221934,0.0000137782
rat,268908,3136,9408,0,r,1,0,85.748724,46,90,262636,6272,97.668,74327,194581,27.64,0,268908,0,98.60675,107.777504,115.087517,109.17421,100.332863,98.372253,99.838753,0.91491,0.856798,0.903206,0.982796,1.002384,0.98766,0,0.000000027006,0.00000000813701,3.24496E-10,0,0,0,58.865826,1.67511,0.0000100098
TEM27623_M,439469,27623,27623,1,r,1,0,15.909532,6,28,438615,854,99.806,216953,222516,49.367,172427,267042,39.235,281.90921,318.517365,331.355743,332.965393,305.269287,296.104584,304.998383,0.885067,0.850775,0.846662,0.923477,0.95206,0.924297,0,0.0000000457266,0.0000000369902,2.59905E-10,2.63347E-10,2.63347E-10,2.63347E-10,153.175644,1.840431,0.00000882344
lp_standgub,3339,361,1383,0,r,1,0,9.249307,1,745,100,3239,2.995,76,3263,2.276,1,3338,0.03,7.012256,8.297344,8.67936,7.134784,7.589312,7.109248,7.716768,0.845121,0.807923,0.982827,0.923965,0.986357,0.908704,0,0.0000000791347,6.69459E-10,7.42098E-10,0,0,0,6.036352,1.161671,0.0000331739
r05,104145,5190,9690,0,r,1,0,20.066474,1,501,85500,18645,82.097,0,104145,0,24,104121,0.023,124.147072,123.254143,121.697632,127.069954,122.141472,121.378082,124.916992,1.007245,1.020127,0.976998,1.01642,1.022813,0.993837,0,0.000000030644,0.0000000104882,0,6.33779E-10,6.33779E-10,6.33779E-10,66.654877,1.862535,0.00000801139
t2d_q9_A_39,87025,9801,9801,0,r,1,0,8.879196,4,9,452,86573,0.519,41676,45349,47.89,43242,43783,49.689,89.03373,89.581985,93.550339,100.486015,91.624573,90.285889,94.394974,0.99388,0.95172,0.886031,0.971723,0.986131,0.943204,0,0.0000000431956,1.29097E-13,2.10032E-10,5.56327E-10,5.56327E-10,5.56327E-10,46.373505,1.919927,0.00000768082
hydr1c_A_49,19503,5308,5308,0,r,1,0,3.674265,1,12,7308,12195,37.471,18221,1282,93.427,18075,1428,92.678,12.135424,14.919008,16.391872,15.861728,14.55664,14.412736,15.88544,0.81342,0.740332,0.765076,0.833669,0.841993,0.763934,0,0.000000039527,1.26861E-13,6.2522E-11,3.15337E-10,3.15337E-10,3.15337E-10,9.805792,1.237577,0.00000674287
lop163,935,163,163,0,r,1,0,5.736196,3,6,935,0,100,488,447,52.193,5,930,0.535,2.56592,2.752256,3.693376,2.814944,2.801664,2.738464,2.746272,0.932297,0.694736,0.911535,0.915856,0.936992,0.934328,0,0.0000000432055,0.0000000432055,0.00000000112087,0.0000000027386,0.0000000027386,0.0000000027386,2.269152,1.130784,0.00000773121
g7jac080,293976,23670,23670,0,r,1,0,12.419772,2,153,215529,78447,73.315,251096,42880,85.414,238923,55053,81.273,232.856445,260.846527,285.240356,273.5755,261.686951,255.675903,265.268768,0.892695,0.816352,0.85116,0.889828,0.910748,0.877813,0,0.0000000445522,1.91965E-14,1.33888E-11,0.00000000741911,0.00000000741911,0.00000000741911,129.316315,1.800673,0.00000637838
add32,23884,4960,4960,0,r,1,0,4.815323,2,32,23884,0,100,12609,11275,52.793,2522,21362,10.559,20.52496,23.700928,24.591648,26.255199,21.000671,21.022177,24.470112,0.865998,0.834631,0.781748,0.977348,0.976348,0.838777,0,0.0000000547102,0.0000000547102,7.34451E-10,0.0000000127772,0.0000000127772,0.0000000127772,15.290752,1.342312,0.00000630651
OPF_3754,158273,15435,15435,1,r,1,0,10.254163,2,64,53018,105255,33.498,123369,34904,77.947,44786,113487,28.297,143.649216,155.072678,175.628357,173.389053,149.765244,145.938843,155.906723,0.926335,0.817916,0.828479,0.959163,0.984311,0.921379,0,0.0000000425523,2.77434E-12,2.0653E-10,0.00000000207357,0.00000000207357,0.00000000207357,76.850365,1.869207,0.00000783741
oscil_dcop_42,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.611808,2.993408,3.138464,2.979296,2.947328,2.978368,3.280992,0.87252,0.832193,0.876653,0.886161,0.876926,0.796042,0,0.0000000402836,3.28623E-14,1.42634E-10,2.01365E-10,2.01365E-10,2.01365E-10,3.4584,0.755207,0.00000339499
M80PI_n1,9927,4028,4028,0,r,1,1,2.464499,0,8,1883,8044,18.968,1856,8071,18.696,30,9897,0.302,7.983008,8.566976,10.326368,10.302816,7.93664,7.943616,8.42144,0.931835,0.77307,0.774837,1.005842,1.004959,0.947939,0,0.0000000263507,0.00000000173912,4.91024E-11,0.00000000326002,0.00000000326002,0.00000000326002,7.130304,1.119589,0.00000573166
g7jac020,45465,5850,5850,0,r,1,0,7.771795,2,60,31945,13520,70.263,40149,5316,88.307,37670,7795,82.855,26.696545,32.097534,35.518623,33.914818,30.769407,30.733088,33.621506,0.831732,0.751621,0.787165,0.867633,0.868658,0.794032,0,0.0000000433371,3.88888E-14,2.37328E-11,0.0000000112334,0.0000000112334,0.0000000112334,17.591488,1.517583,0.00000585857
bayer05,27836,3268,3268,0,r,1,0,8.517748,1,73,19350,8486,69.514,27808,28,99.899,27836,0,100,30.47616,33.782398,37.77248,35.127136,33.861088,33.796993,34.712158,0.902131,0.806835,0.867596,0.900035,0.901742,0.877968,0,0.000000056695,1.32285E-14,1.46479E-12,0.000000056695,0.000000056695,0.000000056695,16.995935,1.793144,0.00000263733
m3plates,6639,11107,11107,1,r,1,4468,0.597731,0,1,6639,0,100,0,6639,0,6639,0,100,8.401984,8.900128,10.546432,9.055424,6.427328,6.397344,9.439744,0.94403,0.796666,0.92784,1.307228,1.313355,0.890065,0,0.0000000445181,0.0000000445181,0,0.0000000445181,0.0000000445181,0.0000000445181,8.162912,1.029288,0.00000357825
bcsstk04,3648,132,132,1,r,1,0,27.636364,15,46,252,3396,6.908,2636,1012,72.259,1824,1824,50,4.808768,5.178016,5.42352,5.370752,5.073024,5.0704,5.0128,0.928689,0.886651,0.895362,0.94791,0.9484,0.959298,0,0.0000000453183,2.17231E-14,1.35664E-10,1.0278E-10,1.0278E-10,1.0278E-10,4.079296,1.178823,0.00000779294
bloweybl,120000,30003,30003,1,r,1,0,3.9996,1,10001,40006,79994,33.338,40002,79998,33.335,20001,99999,16.667,299.145203,353.549805,305.303894,305.873749,353.349915,302.038483,311.313507,0.846119,0.979828,0.978002,0.846598,0.990421,0.960913,0,0.0000000246947,2.26394E-10,2.18879E-10,9.24655E-17,9.24655E-17,9.24655E-17,212.496902,1.407763,0.000147506
nemsafm,2826,334,2348,0,r,1,0,8.461078,2,20,294,2532,10.403,0,2826,0,0,2826,0,4.999648,5.326592,6.46352,5.09328,5.013408,5.06352,5.105376,0.93862,0.773518,0.981617,0.997255,0.987386,0.979291,0,0.0000000314036,0.0000000140091,0,0,0,0,3.799104,1.316007,0.00000862939
TSOPF_RS_b2052_c1_b,11811,25626,421,0,r,1,14233,0.460899,0,2,11777,34,99.712,10564,1247,89.442,10999,812,93.125,14.23424,14.830752,17.586945,15.989184,9.619808,9.571936,15.910816,0.959779,0.809364,0.890242,1.47968,1.487081,0.894627,0,0.0000000421728,0.0000000417581,1.461E-10,0.0000000298903,0.0000000298903,0.0000000298903,12.906336,1.102888,0.00000455033
g7jac040,114671,11790,11790,0,r,1,0,9.726124,2,120,81336,33335,70.93,98567,16104,85.956,93412,21259,81.461,113.495872,124.653473,140.200485,132.113922,127.820061,123.893822,128.271271,0.910491,0.809526,0.859076,0.887935,0.916074,0.884811,0,0.0000000446882,3.29348E-14,1.96406E-11,0.00000000822491,0.00000000822491,0.00000000822491,60.951809,1.862059,0.00000704541
t2d_q9_A_44,87025,9801,9801,0,r,1,0,8.879196,4,9,311,86714,0.357,26534,60491,30.49,27102,59923,31.143,89.131073,89.619873,92.519394,98.326111,92.526115,90.170364,94.194717,0.994546,0.963377,0.906484,0.963307,0.988474,0.946243,0,0.000000048585,1.21989E-12,3.62542E-10,9.08896E-10,9.08896E-10,9.08896E-10,46.967682,1.897711,0.00000762367
spal_004,46168124,10203,321696,0,r,1,0,4524.955797,13,6029,46168124,0,100,2261748,43906376,4.899,0,46168124,0,13156.267578,7762.260742,7789.654297,13897.882812,12921.176758,12932.792969,12925.759766,1.694902,1.688941,0.946638,1.018194,1.01728,1.017833,0,0.0000000367805,0.0000000367805,4.21264E-10,0,0,0,8348.469727,1.57589,0.0000458582
case9_b2_02,14453,14454,1,0,r,1,1,0.999931,0,1,14427,26,99.82,14434,19,99.869,14453,0,100,10.3424,10.94864,12.496192,11.645504,11.302432,11.444512,11.657216,0.944629,0.827644,0.888102,0.91506,0.903699,0.88721,0,0.000000030506,1.01872E-13,1.40229E-13,0.000000030506,0.000000030506,0.000000030506,8.911616,1.160553,0.00000587352
hydr1c_A_16,23567,5308,5308,0,r,1,0,4.439902,1,14,18235,5332,77.375,21818,1749,92.579,21563,2004,91.497,22.9256,27.095425,28.244287,27.732737,26.405825,26.335552,27.767136,0.846106,0.81169,0.826662,0.868202,0.870519,0.825638,0,0.0000000427937,4.01356E-12,7.18289E-11,8.23255E-10,8.23255E-10,8.23255E-10,14.947744,1.533716,0.00000887099
case9_b1_04,14453,14454,1,0,r,1,1,0.999931,0,1,14425,28,99.806,14436,17,99.882,14453,0,100,10.265408,10.974016,11.70304,11.682752,11.273088,11.412224,11.660768,0.935429,0.877157,0.878681,0.910612,0.89951,0.880337,0,0.00000000213707,4.90581E-14,5.1167E-13,0.00000000213707,0.00000000213707,0.00000000213707,9.73168,1.054844,0.00000181252
deter4,19231,3235,9133,0,r,1,0,5.944668,2,30,6833,12398,35.531,0,19231,0,0,19231,0,16.351328,20.0432,20.600256,17.010368,16.503136,16.398081,16.896929,0.815804,0.793744,0.961257,0.990801,0.997149,0.96771,0,0.0000000377758,0.0000000249988,0,0,0,0,11.581856,1.411806,0.00000756253
rw136,479,136,136,0,r,1,0,3.522059,1,4,477,2,99.582,0,479,0,2,477,0.418,2.67616,3.096256,2.657312,4.300032,3.117024,2.529344,2.613984,0.864321,1.007093,0.622358,0.858563,1.058045,1.023786,0,0.0000000423396,0.0000000408376,0,0.0000000111775,0.0000000111775,0.0000000111775,3.31152,0.808136,0.00000578743
S80PI_n,10261,4182,4182,0,r,1,0,2.453611,1,12,1881,8380,18.332,1854,8407,18.068,23,10238,0.224,8.360384,8.894944,11.29408,10.42608,8.353184,8.241088,8.439232,0.939903,0.740245,0.801872,1.000862,1.014476,0.990657,0,0.0000000293621,0.00000000144809,2.64552E-11,7.36815E-10,7.36815E-10,7.36815E-10,6.42896,1.300426,0.00000535591
orbitRaising_1,2906,442,442,1,r,1,0,6.574661,1,14,1671,1235,57.502,769,2137,26.462,223,2683,7.674,3.64928,4.006688,4.078944,4.249568,3.822848,3.844384,4.17824,0.910797,0.894663,0.858741,0.954597,0.94925,0.873401,0,0.0000000358915,0.00000000369477,3.98947E-10,0.00000000369899,0.00000000369899,0.00000000369899,3.615296,1.0094,0.00000795709
lp_ship04s,4400,402,1506,0,r,1,42,10.945274,0,66,28,4372,0.636,28,4372,0.636,128,4272,2.909,6.049376,6.839904,7.055936,6.276608,5.91872,5.874976,6.393856,0.884424,0.857346,0.963797,1.022075,1.029685,0.946123,0,0.0000000302504,6.9304E-11,6.9304E-11,0.00000000417044,0.00000000417044,0.00000000417044,4.916352,1.23046,0.00000693113
deter1,32187,5527,15737,0,r,1,0,5.823593,2,30,11585,20602,35.993,0,32187,0,0,32187,0,26.421824,32.60384,33.507488,27.790176,26.749344,26.64896,27.440865,0.81039,0.788535,0.950761,0.987756,0.991477,0.962864,0,0.000000035936,0.0000000246114,0,0,0,0,18.322687,1.442028,0.00000763057
delf_A_01,13741,3128,6599,0,r,1,0,4.392903,1,19,4993,8748,36.337,11832,1909,86.107,9014,4727,65.599,13.27504,14.811552,17.876225,16.787807,14.262784,14.14224,16.110464,0.896263,0.742609,0.790755,0.930747,0.93868,0.824001,0,0.0000000433017,2.8243E-11,1.16051E-10,0.00000000626955,0.00000000626955,0.00000000626955,9.047488,1.467262,0.0000077148
tuma1,87760,22967,22967,1,r,1,0,3.821135,1,5,33302,54458,37.947,22322,65438,25.435,926,86834,1.055,57.287647,59.144096,55.138466,57.86515,58.373695,56.206272,59.361984,0.968611,1.038978,0.99002,0.981395,1.019239,0.965056,0,0.0000000285897,0.00000000741579,7.66882E-10,0.00000000288802,0.00000000288802,0.00000000288802,31.240448,1.833765,0.00000675502
delf_A_30,15462,3199,6669,0,r,1,0,4.833385,2,21,6296,9166,40.719,13322,2140,86.16,9622,5840,62.23,13.807392,15.5312,17.292513,17.582111,14.56688,14.52832,16.622849,0.88901,0.798461,0.785309,0.947862,0.950378,0.830627,0,0.0000000415221,3.03336E-11,9.51123E-11,0.00000000542252,0.00000000542252,0.00000000542252,10.22128,1.350848,0.00000772847
jan99jac040sc,82842,13694,13694,0,r,1,0,6.049511,2,68,44226,38616,53.386,11384,71458,13.742,2777,80065,3.352,63.991489,69.080032,79.161026,71.514236,65.176994,64.343742,67.142815,0.926338,0.808371,0.894808,0.981811,0.994525,0.953065,0,0.0000000253547,0.00000000225461,5.6743E-11,0.0000000171862,0.0000000171862,0.0000000171862,37.321121,1.714619,0.00000680306
large_A_34,20586,4273,8612,0,r,1,0,4.817692,2,21,8411,12175,40.858,18065,2521,87.754,13476,7110,65.462,17.623169,19.932352,22.80896,22.544928,18.677441,18.673952,21.390528,0.884149,0.772642,0.781691,0.943554,0.94373,0.823877,0,0.0000000457532,3.1041E-11,1.25769E-10,0.0000000195082,0.0000000195082,0.0000000195082,12.83264,1.373308,0.00000799953
scsd8-2r_A_10,95170,4330,30310,0,r,1,0,21.979215,10,24,69200,25970,72.712,0,95170,0,0,95170,0,90.333153,90.911011,109.722305,92.339714,89.468605,89.046051,90.797279,0.993644,0.823289,0.97827,1.009663,1.014454,0.994888,0,0.0000000364312,0.0000000317003,0,0,0,0,44.308033,2.038753,0.00000870325
TEM27623,439469,27623,27623,1,r,1,0,15.909532,6,28,46,439423,0.01,223799,215670,50.925,101662,337807,23.133,281.764252,318.415741,289.635529,330.915924,299.808868,290.150299,301.251862,0.884894,0.972824,0.851468,0.939813,0.971098,0.935311,0,0.0000000436248,6.80193E-16,4.4064E-10,3.90118E-10,3.90118E-10,3.90118E-10,153.146942,1.839829,0.00000850105
scfxm1-2b,111052,19036,33047,0,r,1,0,5.833789,1,57,37026,74026,33.341,22469,88583,20.233,8053,102999,7.252,87.015678,99.191711,100.637314,97.183136,91.187202,89.080322,94.176804,0.877247,0.864646,0.895378,0.954253,0.976823,0.923961,0,0.0000000360169,0.00000000115025,2.66645E-10,5.08336E-10,5.08336E-10,5.08336E-10,54.007168,1.611188,0.00000744352
t2dal,37465,4257,4257,1,r,1,0,8.800799,4,9,35681,1784,95.238,29256,8209,78.089,28160,9305,75.163,36.873344,40.166817,42.575809,41.8176,39.223423,39.226273,40.640926,0.918005,0.866063,0.881766,0.940085,0.940017,0.907296,0,0.000000054741,0.00000000352978,8.78252E-11,7.36787E-11,7.36787E-11,7.36787E-11,21.187296,1.740352,0.00000744379
