matrix,target,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr,adaptive-rt
t2d_q9_a_44,5,87025,9801,9801,0,r,1,0,8.879196,4,9,311,86714,0.357,26534,60491,30.49,27102,59923,31.143,89.131073,89.619873,92.519394,98.326111,92.526115,90.170364,94.194717,0.994546,0.963377,0.906484,0.963307,0.988474,0.946243,0,4.8585e-08,1.21989e-12,3.62542e-10,9.08896e-10,9.08896e-10,9.08896e-10,46.967682,1.897711,7.62367e-06,89.5336
spal_004,0,46168124,10203,321696,0,r,1,0,4524.955797,13,6029,46168124,0,100.0,2261748,43906376,4.899,0,46168124,0.0,13156.267578,7762.260742,7789.654297,13897.882812,12921.176758,12932.792969,12925.759766,1.694902,1.688941,0.946638,1.018194,1.01728,1.017833,0,3.67805e-08,3.67805e-08,4.21264e-10,0.0,0.0,0.0,8348.469727,1.57589,4.58582e-05,56945.5
case9_b2_02,2,14453,14454,1,0,r,1,1,0.999931,0,1,14427,26,99.82,14434,19,99.869,14453,0,100.0,10.3424,10.94864,12.496192,11.645504,11.302432,11.444512,11.657216,0.944629,0.827644,0.888102,0.91506,0.903699,0.88721,0,3.0506e-08,1.01872e-13,1.40229e-13,3.0506e-08,3.0506e-08,3.0506e-08,8.911616,1.160553,5.87352e-06,40.9356
hydr1c_a_16,3,23567,5308,5308,0,r,1,0,4.439902,1,14,18235,5332,77.375,21818,1749,92.579,21563,2004,91.497,22.9256,27.095425,28.244287,27.732737,26.405825,26.335552,27.767136,0.846106,0.81169,0.826662,0.868202,0.870519,0.825638,0,4.27937e-08,4.01356e-12,7.18289e-11,8.23255e-10,8.23255e-10,8.23255e-10,14.947744,1.533716,8.87099e-06,55.9453
case9_b1_04,2,14453,14454,1,0,r,1,1,0.999931,0,1,14425,28,99.806,14436,17,99.882,14453,0,100.0,10.265408,10.974016,11.70304,11.682752,11.273088,11.412224,11.660768,0.935429,0.877157,0.878681,0.910612,0.89951,0.880337,0,2.13707e-09,4.90581e-14,5.1167e-13,2.13707e-09,2.13707e-09,2.13707e-09,9.73168,1.054844,1.81252e-06,43.4726
deter4,3,19231,3235,9133,0,r,1,0,5.944668,2,30,6833,12398,35.531,0,19231,0.0,0,19231,0.0,16.351328,20.0432,20.600256,17.010368,16.503136,16.398081,16.896929,0.815804,0.793744,0.961257,0.990801,0.997149,0.96771,0,3.77758e-08,2.49988e-08,0.0,0.0,0.0,0.0,11.581856,1.411806,7.56253e-06,60.0572
rw136,3,479,136,136,0,r,1,0,3.522059,1,4,477,2,99.582,0,479,0.0,2,477,0.418,2.67616,3.096256,2.657312,4.300032,3.117024,2.529344,2.613984,0.864321,1.007093,0.622358,0.858563,1.058045,1.023786,0,4.23396e-08,4.08376e-08,0.0,1.11775e-08,1.11775e-08,1.11775e-08,3.31152,0.808136,5.78743e-06,34.6281
s80pi_n,3,10261,4182,4182,0,r,1,0,2.453611,1,12,1881,8380,18.332,1854,8407,18.068,23,10238,0.224,8.360384,8.894944,11.29408,10.42608,8.353184,8.241088,8.439232,0.939903,0.740245,0.801872,1.000862,1.014476,0.990657,0,2.93621e-08,1.44809e-09,2.64552e-11,7.36815e-10,7.36815e-10,7.36815e-10,6.42896,1.300426,5.35591e-06,43.9679
orbitraising_1,2,2906,442,442,1,r,1,0,6.574661,1,14,1671,1235,57.502,769,2137,26.462,223,2683,7.674,3.64928,4.006688,4.078944,4.249568,3.822848,3.844384,4.17824,0.910797,0.894663,0.858741,0.954597,0.94925,0.873401,0,3.58915e-08,3.69477e-09,3.98947e-10,3.69899e-09,3.69899e-09,3.69899e-09,3.615296,1.0094,7.95709e-06,33.9177
lp_ship04s,3,4400,402,1506,0,r,1,42,10.945274,0,66,28,4372,0.636,28,4372,0.636,128,4272,2.909,6.049376,6.839904,7.055936,6.276608,5.91872,5.874976,6.393856,0.884424,0.857346,0.963797,1.022075,1.029685,0.946123,0,3.02504e-08,6.9304e-11,6.9304e-11,4.17044e-09,4.17044e-09,4.17044e-09,4.916352,1.23046,6.93113e-06,40.5445
deter1,3,32187,5527,15737,0,r,1,0,5.823593,2,30,11585,20602,35.993,0,32187,0.0,0,32187,0.0,26.421824,32.60384,33.507488,27.790176,26.749344,26.64896,27.440865,0.81039,0.788535,0.950761,0.987756,0.991477,0.962864,0,3.5936e-08,2.46114e-08,0.0,0.0,0.0,0.0,18.322687,1.442028,7.63057e-06,79.4298
delf_a_01,3,13741,3128,6599,0,r,1,0,4.392903,1,19,4993,8748,36.337,11832,1909,86.107,9014,4727,65.599,13.27504,14.811552,17.876225,16.787807,14.262784,14.14224,16.110464,0.896263,0.742609,0.790755,0.930747,0.93868,0.824001,0,4.33017e-08,2.8243e-11,1.16051e-10,6.26955e-09,6.26955e-09,6.26955e-09,9.047488,1.467262,7.7148e-06,50.7347
tuma1,0,87760,22967,22967,1,r,1,0,3.821135,1,5,33302,54458,37.947,22322,65438,25.435,926,86834,1.055,57.287647,59.144096,55.138466,57.86515,58.373695,56.206272,59.361984,0.968611,1.038978,0.99002,0.981395,1.019239,0.965056,0,2.85897e-08,7.41579e-09,7.66882e-10,2.88802e-09,2.88802e-09,2.88802e-09,31.240448,1.833765,6.75502e-06,72.6398
delf_a_30,3,15462,3199,6669,0,r,1,0,4.833385,2,21,6296,9166,40.719,13322,2140,86.16,9622,5840,62.23,13.807392,15.5312,17.292513,17.582111,14.56688,14.52832,16.622849,0.88901,0.798461,0.785309,0.947862,0.950378,0.830627,0,4.15221e-08,3.03336e-11,9.51123e-11,5.42252e-09,5.42252e-09,5.42252e-09,10.22128,1.350848,7.72847e-06,52.4258
jan99jac040sc,3,82842,13694,13694,0,r,1,0,6.049511,2,68,44226,38616,53.386,11384,71458,13.742,2777,80065,3.352,63.991489,69.080032,79.161026,71.514236,65.176994,64.343742,67.142815,0.926338,0.808371,0.894808,0.981811,0.994525,0.953065,0,2.53547e-08,2.25461e-09,5.6743e-11,1.71862e-08,1.71862e-08,1.71862e-08,37.321121,1.714619,6.80306e-06,258.757
large_a_34,3,20586,4273,8612,0,r,1,0,4.817692,2,21,8411,12175,40.858,18065,2521,87.754,13476,7110,65.462,17.623169,19.932352,22.80896,22.544928,18.677441,18.673952,21.390528,0.884149,0.772642,0.781691,0.943554,0.94373,0.823877,0,4.57532e-08,3.1041e-11,1.25769e-10,1.95082e-08,1.95082e-08,1.95082e-08,12.83264,1.373308,7.99953e-06,58.6375
scsd8-2r_a_10,3,95170,4330,30310,0,r,1,0,21.979215,10,24,69200,25970,72.712,0,95170,0.0,0,95170,0.0,90.333153,90.911011,109.722305,92.339714,89.468605,89.046051,90.797279,0.993644,0.823289,0.97827,1.009663,1.014454,0.994888,0,3.64312e-08,3.17003e-08,0.0,0.0,0.0,0.0,44.308033,2.038753,8.70325e-06,101.93
tem27623,5,439469,27623,27623,1,r,1,0,15.909532,6,28,46,439423,0.01,223799,215670,50.925,101662,337807,23.133,281.764252,318.415741,289.635529,330.915924,299.808868,290.150299,301.251862,0.884894,0.972824,0.851468,0.939813,0.971098,0.935311,0,4.36248e-08,6.80193e-16,4.4064e-10,3.90118e-10,3.90118e-10,3.90118e-10,153.146942,1.839829,8.50105e-06,218.039
scfxm1-2b,3,111052,19036,33047,0,r,1,0,5.833789,1,57,37026,74026,33.341,22469,88583,20.233,8053,102999,7.252,87.015678,99.191711,100.637314,97.183136,91.187202,89.080322,94.176804,0.877247,0.864646,0.895378,0.954253,0.976823,0.923961,0,3.60169e-08,1.15025e-09,2.66645e-10,5.08336e-10,5.08336e-10,5.08336e-10,54.007168,1.611188,7.44352e-06,210.13
t2dal,2,37465,4257,4257,1,r,1,0,8.800799,4,9,35681,1784,95.238,29256,8209,78.089,28160,9305,75.163,36.873344,40.166817,42.575809,41.8176,39.223423,39.226273,40.640926,0.918005,0.866063,0.881766,0.940085,0.940017,0.907296,0,5.4741e-08,3.52978e-09,8.78252e-11,7.36787e-11,7.36787e-11,7.36787e-11,21.187296,1.740352,7.44379e-06,43.8927
bcsstm03,3,112,112,112,1,r,1,0,1.0,1,1,60,52,53.571,98,14,87.5,112,0,100.0,2.065376,2.190432,3.3544,2.312064,2.280672,2.212224,2.257504,0.942908,0.615721,0.893304,0.9056,0.93362,0.914894,0,4.30545e-08,8.81454e-12,2.31239e-10,4.30545e-08,4.30545e-08,4.30545e-08,2.011232,1.026921,2.42713e-06,32.598
cavity02,3,7327,317,317,0,r,1,0,23.113565,1,62,6457,870,88.126,3432,3895,46.84,81,7246,1.106,8.67536,9.567616,9.87616,9.509888,8.92864,8.890048,8.920736,0.906742,0.878414,0.912246,0.971633,0.975851,0.972494,0,4.11735e-08,8.64024e-09,5.31239e-10,2.14509e-09,2.14509e-09,2.14509e-09,6.210144,1.396966,8.339e-06,62.4076
lp_stocfor1,1,501,117,165,0,r,1,0,4.282051,1,15,168,333,33.533,387,114,77.246,350,151,69.86,2.389536,2.635456,3.554752,2.675872,2.822656,2.785312,2.791584,0.906688,0.672209,0.892993,0.846556,0.857906,0.855979,0,3.62665e-08,1.05797e-10,1.87913e-10,1.74364e-10,1.74364e-10,1.74364e-10,3.221344,0.741782,1.09063e-05,33.381
c-43,5,123675,11125,11125,1,r,1,0,11.116854,2,2620,84991,38684,68.721,61482,62193,49.713,14974,108701,12.108,107.94445,117.566048,132.210175,131.153503,114.332703,111.625183,115.689056,0.91816,0.816461,0.823039,0.944126,0.967026,0.933057,0,2.33826e-08,3.66715e-11,1.30575e-11,1.50547e-11,1.50547e-11,1.50547e-11,58.288288,1.851906,4.83449e-06,97.3183
g7jac050sc,3,157990,14760,14760,0,r,1,0,10.70393,2,149,79934,78056,50.594,37988,120002,24.045,8751,149239,5.539,143.276291,159.001953,180.053986,173.740036,148.443268,145.816635,152.473724,0.901098,0.795741,0.824659,0.965192,0.982579,0.939679,0,3.14625e-08,4.96845e-11,1.57318e-11,1.12846e-10,1.12846e-10,1.12846e-10,78.462364,1.826051,8.84633e-06,356.162
lfat5000,0,79966,19994,19994,1,r,1,0,3.9995,2,5,0,79966,0.0,64974,14992,81.252,54978,24988,68.752,53.64909,51.736256,54.5224,64.922852,61.011551,59.561375,76.195389,1.036973,0.983983,0.826351,0.879327,0.900736,0.704099,0,4.85959e-08,0.0,2.17011e-11,2.16986e-11,2.16986e-11,2.16986e-11,29.236704,1.834991,6.44108e-06,70.997
tumorantiangiogenesis_8,3,4776,490,490,1,r,1,0,9.746939,2,486,2632,2144,55.109,4736,40,99.162,4776,0,100.0,7.384672,8.49008,10.30912,8.81184,8.320192,8.308864,8.384448,0.8698,0.716324,0.83804,0.88756,0.88877,0.880758,0,3.49158e-09,6.28465e-16,3.16194e-12,3.49158e-09,3.49158e-09,3.49158e-09,6.690784,1.103708,2.21291e-06,58.8641
case9_b2_05,2,14453,14454,1,0,r,1,1,0.999931,0,1,14425,28,99.806,14451,2,99.986,14453,0,100.0,10.416352,11.055392,11.745344,11.731136,11.347456,11.508704,11.825056,0.942197,0.886849,0.887924,0.917946,0.905085,0.880871,0,8.70637e-09,1.96793e-18,6.67688e-16,8.70637e-09,8.70637e-09,8.70637e-09,9.683168,1.075717,4.27176e-07,41.1538
tsopf_rs_b300_c1,3,1474325,14538,14538,0,r,1,0,101.411817,1,209,1429269,45056,96.944,1428302,46023,96.878,1442032,32293,97.81,487.472229,499.074036,514.542969,511.948242,489.753265,488.206116,493.494781,0.976753,0.947389,0.95219,0.995342,0.998497,0.987796,0,4.1481e-08,1.20714e-10,1.25638e-12,7.00666e-10,7.00666e-10,7.00666e-10,281.078003,1.734295,7.1616e-06,1247.3
oscil_dcop_38,1,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.75504,2.967776,3.25792,2.956992,2.966176,2.971584,3.280416,0.928318,0.845644,0.931704,0.928819,0.927128,0.839845,0,2.8115e-08,6.69609e-14,1.72626e-10,2.55831e-10,2.55831e-10,2.55831e-10,3.352288,0.821839,3.35977e-06,35.252
large_a_05,3,19489,4250,8586,0,r,1,0,4.585647,1,21,7419,12070,38.068,16916,2573,86.798,12946,6543,66.427,17.529633,19.733152,23.005665,22.468416,18.730145,18.618912,21.118752,0.888334,0.76197,0.78019,0.935905,0.941496,0.830051,0,3.97218e-08,2.40611e-11,1.23348e-10,1.80293e-08,1.80293e-08,1.80293e-08,11.865664,1.477341,8.4308e-06,62.1575
scsd8-2c_a_2,3,7170,330,2310,0,r,1,0,21.727273,10,24,5200,1970,72.524,0,7170,0.0,0,7170,0.0,8.372064,8.9264,9.94528,8.799456,8.418432,8.417632,8.520928,0.937899,0.841813,0.95143,0.994492,0.994587,0.98253,0,3.62351e-08,3.09638e-08,0.0,0.0,0.0,0.0,5.647712,1.482381,8.84848e-06,34.8653
c-52,3,202716,23948,23948,1,r,1,0,8.46484,2,1714,118474,84242,58.443,202712,4,99.998,202716,0,100.0,236.953979,256.153931,271.640533,264.11084,264.288605,257.102417,266.205536,0.925045,0.872307,0.897176,0.896573,0.921633,0.890117,0,2.19936e-09,6.71097e-16,5.94403e-16,2.19936e-09,2.19936e-09,2.19936e-09,128.461411,1.844554,6.89604e-07,306.868
large_a_15,3,19749,4271,8608,0,r,1,0,4.623976,1,21,7417,12332,37.556,17109,2640,86.632,13028,6721,65.968,17.555679,19.790176,22.748257,22.440577,18.748705,18.656576,21.310335,0.887091,0.771737,0.782319,0.936368,0.940991,0.823811,0,4.46549e-08,2.81009e-11,1.452e-10,2.02629e-08,2.02629e-08,2.02629e-08,11.919712,1.472827,7.14098e-06,60.832
scsd8-2r_a_09,3,47650,2170,15190,0,r,1,0,21.958525,10,24,34640,13010,72.697,0,47650,0.0,0,47650,0.0,43.019169,46.713631,53.858658,44.826626,43.248001,43.142719,44.315006,0.920913,0.798742,0.959679,0.994709,0.997136,0.970758,0,3.88848e-08,3.55004e-08,0.0,0.0,0.0,0.0,23.429312,1.836126,8.95833e-06,56.0106
fd18,2,63406,16428,16428,0,r,1,0,3.85963,1,6,11860,51546,18.705,62386,1020,98.391,61884,1522,97.6,35.083233,32.657185,40.224449,34.323425,32.40749,32.506046,34.035519,1.074288,0.872187,1.022137,1.082566,1.079283,1.030783,0,2.90665e-08,2.42929e-15,1.18706e-11,1.18642e-11,1.18642e-11,1.18642e-11,20.579201,1.704791,5.89403e-06,68.6379
lp_grow7,3,2612,140,301,0,r,1,0,18.657143,5,22,2331,281,89.242,1596,1016,61.103,0,2612,0.0,4.818144,5.247008,5.83408,5.372064,4.892512,4.867872,4.87536,0.918265,0.825862,0.896889,0.9848,0.989784,0.988264,0,3.12648e-08,2.05017e-08,5.44495e-10,0.0,0.0,0.0,4.24096,1.136097,1.05089e-05,34.1797
problem1,3,2779,415,415,0,r,1,0,6.696386,4,9,2264,515,81.468,34,2745,1.223,0,2779,0.0,3.729728,3.839648,4.56592,4.026112,3.81312,3.801664,3.812064,0.971372,0.816862,0.926385,0.97813,0.981078,0.978401,0,4.08458e-08,1.62054e-08,1.41977e-10,0.0,0.0,0.0,2.783488,1.339948,7.12842e-06,32.4988
chipcool0_e,2,20082,20082,20082,1,r,1,0,1.0,1,1,20082,0,100.0,17239,2843,85.843,20082,0,100.0,13.47696,14.43168,16.138432,18.543488,14.872416,14.979712,15.4112,0.933846,0.835085,0.726776,0.906172,0.899681,0.874491,0,4.73864e-08,4.73864e-08,8.75268e-11,4.73864e-08,4.73864e-08,4.73864e-08,11.731744,1.14876,3.55612e-06,46.6076
mark3jac020,3,56175,9129,9129,0,r,1,0,6.153467,2,44,35666,20509,63.491,53547,2628,95.322,49380,6795,87.904,37.840385,44.641792,50.801697,47.983456,44.177536,44.079105,46.844833,0.847645,0.744865,0.788613,0.856553,0.858465,0.807781,0,2.03344e-08,4.91346e-14,1.49489e-11,4.61911e-10,4.61911e-10,4.61911e-10,25.027552,1.511949,4.30783e-06,263.939
abacus_shell_hd_m,5,206474,23412,23412,0,r,1,0,8.819153,4,12,197163,9311,95.49,194623,11851,94.26,192142,14332,93.059,208.775558,222.084198,233.371078,231.647232,227.553146,220.707611,231.560089,0.940074,0.894608,0.901265,0.91748,0.945937,0.901604,0,4.58308e-08,5.26176e-10,7.12941e-12,6.53278e-12,6.53278e-12,6.53278e-12,109.684029,1.903427,6.61329e-06,181.064
delf_a_32,3,15451,3196,6667,0,r,1,0,4.834481,2,21,6306,9145,40.813,13294,2157,86.04,9588,5863,62.054,13.818272,15.511296,17.30784,17.565857,14.499936,14.479456,16.622305,0.890852,0.798382,0.786655,0.952988,0.954336,0.831309,0,4.96319e-08,3.08057e-11,9.60412e-11,4.73941e-09,4.73941e-09,4.73941e-09,10.17184,1.358483,7.6428e-06,54.3726
bcsstk28,3,219024,4410,4410,1,r,1,0,49.665306,16,94,1012,218012,0.462,52270,166754,23.865,0,219024,0.0,115.219742,132.293152,121.148956,126.6063,116.469025,115.434273,116.982719,0.870943,0.951058,0.910063,0.989274,0.998142,0.98493,0,8.7171e-08,2.16797e-14,1.66212e-10,0.0,0.0,0.0,64.997955,1.772667,1.43778e-05,124.272
hydr1c_a_60,3,19486,5308,5308,0,r,1,0,3.671063,1,12,7288,12198,37.401,18204,1282,93.421,18058,1428,92.672,12.024,14.9704,17.253759,15.893088,14.465664,14.406016,15.876608,0.803185,0.696892,0.756555,0.83121,0.834651,0.757341,0,4.26568e-08,1.12418e-13,6.20366e-11,2.851e-10,2.851e-10,2.851e-10,9.5672,1.256794,6.98592e-06,56.8691
rajat13,0,48922,7598,7598,0,r,1,0,6.4388,1,5412,12655,36267,25.868,48062,860,98.242,36172,12750,73.938,57.193439,73.869186,67.880287,74.271935,88.994431,76.867714,68.682526,0.774253,0.842563,0.770055,0.642663,0.74405,0.832722,0,3.01259e-08,7.83629e-13,4.02835e-11,2.77885e-08,2.77885e-08,2.77885e-08,41.608097,1.374575,8.14718e-06,591.956
bips98_1450_c,3,20,4,11305,0,r,1,0,5.0,5,5,9,11,45.0,5,15,25.0,0,20,0.0,2.247616,2.275808,2.38592,2.370848,2.275648,2.263392,2.268064,0.987612,0.942033,0.948022,0.987682,0.99303,0.990984,0,3.6698e-08,3.31952e-09,9.25115e-10,0.0,0.0,0.0,3.043808,0.738422,7.7969e-06,31.7934
shermanacd,3,53329,6136,6136,0,r,1,0,8.691167,1,5181,52878,451,99.154,46145,7184,86.529,28805,24524,54.014,55.959518,63.282082,67.075073,69.506432,60.217087,60.145599,65.231712,0.884287,0.834282,0.805098,0.929296,0.930401,0.857858,0,4.44003e-08,3.78935e-09,5.53615e-11,1.72751e-09,1.72751e-09,1.72751e-09,31.875744,1.755552,8.48145e-06,583.152
rat_a_3,3,268908,3136,9408,0,r,1,0,85.748724,46,90,262636,6272,97.668,74327,194581,27.64,0,268908,0.0,98.559517,107.875267,116.822914,109.116707,100.274818,98.152992,99.782112,0.913643,0.843666,0.903249,0.982894,1.004142,0.987747,0,2.77177e-08,8.73285e-09,3.32829e-10,0.0,0.0,0.0,57.384159,1.717539,1.00811e-05,235.466
bips98_1450,0,44678,11305,11305,0,r,1,0,3.952057,1,30,6324,38354,14.155,44674,4,99.991,44678,0,100.0,22.513697,27.650688,27.433727,28.747423,27.755903,27.683071,28.374657,0.814218,0.820658,0.783155,0.811132,0.813266,0.793444,0,2.33409e-08,7.536609999999999e-27,3.97002e-23,2.33409e-08,2.33409e-08,2.33409e-08,16.825279,1.338088,4.19238e-06,69.1778
t2d_q9_a_41,5,87025,9801,9801,0,r,1,0,8.879196,4,9,315,86710,0.362,32924,54101,37.833,34092,52933,39.175,89.108162,89.586655,92.484573,99.698433,92.515869,90.464706,94.465919,0.994659,0.963492,0.893777,0.963166,0.985005,0.943284,0,3.8998e-08,6.65446e-13,2.79176e-10,7.18041e-10,7.18041e-10,7.18041e-10,46.086464,1.9335,7.70105e-06,87.3507
sme3db,3,2081063,29067,29067,0,r,1,0,71.595383,24,345,44144,2036919,2.121,437926,1643137,21.043,0,2081063,0.0,921.120544,977.628052,955.335938,980.789856,932.391235,919.012024,926.034485,0.942199,0.964185,0.939162,0.987912,1.002294,0.994694,0,4.49153e-08,1.87402e-12,4.40709e-10,0.0,0.0,0.0,589.004944,1.563859,1.00678e-05,1881.01
t2d_q9_a_43,3,87025,9801,9801,0,r,1,0,8.879196,4,9,311,86714,0.357,26708,60317,30.69,27318,59707,31.391,89.104576,89.551102,93.559456,98.298561,92.395164,90.260574,94.223068,0.995014,0.952385,0.906469,0.964386,0.987193,0.945677,0,4.69377e-08,1.26044e-12,3.46631e-10,8.90567e-10,8.90567e-10,8.90567e-10,45.52528,1.957255,8.46235e-06,90.4508
scsd8-2b_a_3,3,112770,5130,35910,0,r,1,0,21.982456,10,24,82000,30770,72.714,0,112770,0.0,0,112770,0.0,106.508003,111.749985,129.388672,108.952164,105.522461,105.160095,107.255394,0.953092,0.823163,0.977567,1.00934,1.012818,0.993032,0,3.81444e-08,3.33714e-08,0.0,0.0,0.0,0.0,53.259296,1.999801,9.06867e-06,119.774
cavity19,3,138187,4562,4562,0,r,1,0,30.290881,1,62,128746,9441,93.168,67429,70758,48.795,21903,116284,15.85,103.631554,115.9104,125.134399,115.871971,106.487389,105.483772,108.012733,0.894066,0.828162,0.894363,0.973181,0.982441,0.959438,0,4.75015e-08,1.02894e-08,4.69143e-10,1.30935e-09,1.30935e-09,1.30935e-09,56.92128,1.820612,8.72879e-06,176.514
t2d_q4_a_22,3,87025,9801,9801,0,r,1,0,8.879196,4,9,11255,75770,12.933,31585,55440,36.294,33786,53239,38.823,89.183037,89.471298,96.560768,100.379105,92.473282,90.207199,94.368835,0.996778,0.923595,0.888462,0.96442,0.988647,0.945048,0,4.71283e-08,6.3245e-11,2.58856e-10,7.14336e-10,7.14336e-10,7.14336e-10,45.890369,1.943393,7.56585e-06,91.7251
lp_agg,3,2862,488,615,0,r,1,0,5.864754,2,19,1704,1158,59.539,1590,1272,55.556,1930,932,67.435,4.224032,4.429856,4.843712,4.534048,4.432512,4.375648,4.540416,0.953537,0.872065,0.931625,0.952966,0.96535,0.930318,0,4.41855e-08,2.5523e-10,4.43891e-11,4.36331e-10,4.36331e-10,4.36331e-10,4.0888,1.033074,6.32631e-06,33.9973
kineticbatchreactor_5,2,80767,7641,7641,1,r,1,0,10.570213,1,2636,72254,8513,89.46,80682,85,99.895,80767,0,100.0,72.992516,75.377251,84.590881,78.414467,75.442787,75.553215,77.315971,0.968363,0.862889,0.930855,0.967521,0.966107,0.944081,0,4.5915e-08,3.08795e-14,3.64689e-13,4.5915e-08,4.5915e-08,4.5915e-08,38.312737,1.905176,3.81173e-06,177.994
model1,3,3028,362,798,0,r,1,0,8.364641,2,58,2028,1000,66.975,836,2192,27.609,472,2556,15.588,5.4312,6.0048,6.2936,5.877056,5.664736,5.621408,5.705344,0.904476,0.862972,0.924136,0.958774,0.966164,0.95195,0,2.99755e-08,1.90299e-08,7.40715e-10,6.16527e-09,6.16527e-09,6.16527e-09,4.920064,1.103888,6.89319e-06,36.9539
t2d_q9_a_09,5,87025,9801,9801,0,r,1,0,8.879196,4,9,65269,21756,75.0,0,87025,0.0,0,87025,0.0,89.106178,89.465508,107.591293,92.425308,89.952126,88.559036,92.863457,0.995984,0.828191,0.964089,0.990596,1.006178,0.95954,0,4.46006e-08,1.0291e-08,0.0,0.0,0.0,0.0,45.399586,1.962709,8.17717e-06,87.0037
gre_216a,3,876,216,216,0,r,1,0,4.055556,2,5,876,0,100.0,64,812,7.306,0,876,0.0,2.759456,2.817184,3.326624,2.807328,2.802176,2.7784,2.779488,0.979509,0.829506,0.982947,0.984755,0.993182,0.992793,0,2.38001e-08,2.38001e-08,6.1304e-15,0.0,0.0,0.0,3.23936,0.851852,6.15354e-06,31.4699
t2d_q4_a_29,3,87025,9801,9801,0,r,1,0,8.879196,4,9,1621,85404,1.863,44917,42108,51.614,46629,40396,53.581,89.114334,89.537666,94.292351,100.447807,91.001923,89.780899,94.249855,0.995272,0.945086,0.887171,0.979258,0.992576,0.945512,0,5.15729e-08,6.09509e-13,2.09673e-10,5.54826e-10,5.54826e-10,5.54826e-10,45.472546,1.959739,8.68757e-06,95.1319
lp_cre_a,3,18168,3516,7248,0,r,1,88,5.167235,0,360,35,18133,0.193,6,18162,0.033,3,18165,0.017,15.62624,17.881281,16.915968,16.295809,15.440224,15.383232,16.026655,0.873888,0.923757,0.958912,1.012047,1.015797,0.975016,0,3.92145e-08,8.0797e-11,7.77342e-12,9.09155e-12,9.09155e-12,9.09155e-12,11.170976,1.398825,6.56918e-06,79.7055
c-53,5,372213,30235,30235,1,r,1,0,12.310666,2,4468,254385,117828,68.344,132923,239290,35.712,18424,353789,4.95,304.294556,332.855469,361.470795,351.275787,318.41098,311.696594,323.539276,0.914194,0.841823,0.866255,0.955666,0.976252,0.940518,0,6.58198e-08,6.09759e-10,3.17245e-11,2.25403e-10,2.25403e-10,2.25403e-10,166.031906,1.832747,2.18108e-05,265.043
viscoplastic1_c_1,2,61166,4326,4326,0,r,1,0,14.139159,7,37,57566,3600,94.114,31348,29818,51.251,5129,56037,8.385,39.256096,43.553089,46.556065,48.888927,39.289726,39.340961,40.815041,0.901339,0.8432,0.802965,0.999144,0.997843,0.961805,0,4.7318e-08,1.15758e-08,4.59915e-10,2.27068e-10,2.27068e-10,2.27068e-10,22.360001,1.755639,8.99077e-06,67.0384
lp_lotfi,0,1136,153,366,0,r,1,0,7.424837,1,133,40,1096,3.521,860,276,75.704,872,264,76.761,3.712512,4.028544,3.787328,3.81568,3.836448,3.790496,3.848576,0.921552,0.980246,0.972962,0.967695,0.979426,0.964646,0,3.42131e-08,1.67104e-11,2.88397e-10,2.63423e-08,2.63423e-08,2.63423e-08,4.230016,0.877659,1.6629e-05,45.5073
impcol_c,1,411,137,137,0,r,1,0,3.0,1,8,77,334,18.735,12,399,2.92,32,379,7.786,2.262528,2.366432,3.498976,2.38336,2.805056,2.772864,2.426656,0.956093,0.646626,0.949302,0.806589,0.815953,0.932365,0,6.4352e-08,9.49067e-10,4.37304e-12,5.80538e-08,5.80538e-08,5.80538e-08,3.225568,0.701436,6.25185e-06,38.4954
bcsstk15,5,117816,3948,3948,1,r,1,0,29.841945,1,44,31100,86716,26.397,90843,26973,77.106,5156,112660,4.376,86.635101,91.156387,100.756737,103.263809,87.689827,86.671715,88.441566,0.950401,0.859844,0.838969,0.987972,0.999578,0.979574,0,4.62837e-08,2.58761e-14,1.19347e-10,2.28073e-11,2.28073e-11,2.28073e-11,44.361473,1.952936,7.54036e-06,80.9879
t2d_q4_a_04,3,87025,9801,9801,0,r,1,0,8.879196,4,9,64561,22464,74.187,0,87025,0.0,0,87025,0.0,89.126785,89.601662,106.158974,92.550339,90.075775,88.700928,92.889664,0.9947,0.83956,0.963009,0.989465,1.004801,0.959491,0,4.14351e-08,5.29853e-09,0.0,0.0,0.0,0.0,46.602657,1.912483,8.01658e-06,100.875
c-26,3,34537,4307,4307,1,r,1,0,8.018807,2,438,21475,13062,62.18,30478,4059,88.247,22314,12223,64.609,38.922783,43.644352,48.367775,46.997215,43.10387,42.732319,43.742462,0.891817,0.804726,0.828193,0.903,0.910851,0.889817,0,1.30714e-08,3.71229e-12,6.58505e-12,1.30712e-08,1.30712e-08,1.30712e-08,22.460768,1.732923,3.19058e-06,89.0799
