matrix,target,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr,adaptive-rt
hydr1c_a_75,3,19468,5308,5308,0,r,1,0,3.667671,1,12,7245,12223,37.215,18184,1284,93.405,18040,1428,92.665,12.046016,14.965984,16.297344,15.885248,14.463872,14.40272,15.90624,0.804893,0.73914,0.758315,0.832835,0.836371,0.757314,0,3.69446e-08,1.06045e-13,5.73819e-11,2.8587e-10,2.8587e-10,2.8587e-10,9.612864,1.253114,6.52375e-06,71.4053
t2d_q4_a_34,3,87025,9801,9801,0,r,1,0,8.879196,4,9,2563,84462,2.945,23530,63495,27.038,23976,63049,27.551,89.160866,89.637856,93.576988,97.948578,92.337341,90.321922,94.195969,0.994679,0.952808,0.910282,0.965599,0.987145,0.946547,0,4.15338e-08,2.11955e-11,3.46519e-10,9.38267e-10,9.38267e-10,9.38267e-10,46.550014,1.915378,7.43651e-06,113.827
cq5,2,51571,5048,11748,0,r,1,0,10.216125,1,391,26111,25460,50.631,19024,32547,36.889,1309,50262,2.538,46.470978,52.620129,54.4104,51.314175,46.490688,46.56461,48.01107,0.883141,0.854083,0.905617,0.999576,0.997989,0.967922,0,3.57571e-08,4.37746e-10,4.38595e-11,4.47318e-11,4.47318e-11,4.47318e-11,25.982143,1.788574,1.34483e-05,121.538
lp_bore3d,3,1448,233,334,0,r,1,0,6.214592,1,73,544,904,37.569,514,934,35.497,247,1201,17.058,3.302784,3.82896,3.810112,3.779392,3.660384,3.468288,3.794432,0.86258,0.866847,0.873893,0.902305,0.952281,0.870429,0,8.1202e-08,2.61899e-10,2.05093e-10,2.08076e-10,2.08076e-10,2.08076e-10,3.71968,0.887922,1.02603e-05,39.1886
hydr1c_a_06,3,22983,5308,5308,0,r,1,0,4.329879,1,14,7294,15689,31.737,21277,1706,92.577,20793,2190,90.471,21.792864,24.91696,27.865728,25.671936,24.086048,24.043104,25.693439,0.87462,0.782067,0.848898,0.904792,0.906408,0.848188,0,5.01844e-08,1.08025e-13,8.66325e-11,4.65568e-10,4.65568e-10,4.65568e-10,14.454496,1.507688,7.44073e-06,69.2489
c-29,3,43731,5033,5033,1,r,1,0,8.688854,2,481,23961,19770,54.792,41741,1990,95.449,37221,6510,85.114,45.377151,50.771488,57.41856,54.527969,51.338593,51.156128,51.973122,0.893753,0.790287,0.832181,0.88388,0.887033,0.873089,0,1.01381e-07,1.29271e-12,5.6607e-12,1.0138e-07,1.0138e-07,1.0138e-07,26.08032,1.7399,3.09462e-06,96.9905
2d_27628_bjtcai,3,442898,27628,27628,0,r,1,0,16.030766,9,90,359307,83591,81.126,411254,31644,92.855,339083,103815,76.56,559.7005,592.299622,662.006165,634.631104,590.77948,578.520264,591.40686,0.944962,0.845461,0.88193,0.947393,0.967469,0.946388,0,4.2634e-08,7.77084e-13,5.95056e-11,6.05732e-11,6.05732e-11,6.05732e-11,274.801361,2.036746,7.67072e-06,887.991
lpi_bgetam,3,2537,400,816,0,r,1,0,6.3425,2,23,365,2172,14.387,1643,894,64.762,1305,1232,51.439,3.76448,3.868992,4.65232,4.121824,3.891744,3.829664,4.020608,0.972987,0.809162,0.913304,0.967299,0.982979,0.936296,0,3.25785e-08,2.54011e-11,1.13328e-10,1.71711e-09,1.71711e-09,1.71711e-09,3.7016,1.016987,6.06428e-06,42.4215
delf_a_17,3,14904,3176,6643,0,r,1,0,4.692695,1,21,5741,9163,38.52,12681,2223,85.085,9140,5764,61.326,13.725632,15.478624,17.720961,17.543936,14.473664,14.463968,16.563007,0.886748,0.774542,0.782358,0.948318,0.948953,0.828692,0,4.33313e-08,2.37176e-11,9.37288e-11,1.93676e-09,1.93676e-09,1.93676e-09,10.157952,1.35122,6.84169e-06,60.142
spacestation_2,2,5817,329,329,1,r,1,0,17.680851,1,43,2957,2860,50.834,2117,3700,36.393,70,5747,1.203,8.358848,8.937088,10.676672,9.979488,8.42352,8.463616,8.643648,0.935299,0.782908,0.837603,0.992322,0.987621,0.967051,0,4.57799e-08,7.0405e-10,2.5831e-10,1.07434e-10,1.07434e-10,1.07434e-10,5.829888,1.433792,8.3021e-06,47.186
model7,3,51027,3358,9582,0,r,1,0,15.195652,1,253,19335,31692,37.892,37547,13480,73.583,32776,18251,64.233,33.726208,39.53344,40.130688,40.317505,38.157631,38.145344,39.092991,0.853106,0.840409,0.836515,0.883865,0.88415,0.862718,0,5.23687e-08,4.19339e-11,1.41241e-10,1.06299e-10,1.06299e-10,1.06299e-10,18.697184,1.803812,1.24068e-05,99.3808
oscil_dcop_30,1,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.747296,2.963296,3.24848,2.94528,2.9512,2.99056,3.275968,0.927108,0.845717,0.932779,0.930908,0.918656,0.838621,0,5.83596e-08,7.34525e-14,2.3727e-10,3.10451e-10,3.10451e-10,3.10451e-10,3.35648,0.818505,3.453e-06,45.811
oscil_dcop_06,1,1544,430,430,0,r,1,0,3.590698,1,13,598,946,38.731,1386,158,89.767,1288,256,83.42,2.759328,2.951872,3.261376,2.94848,2.973984,2.982944,3.281344,0.934772,0.846063,0.935848,0.927822,0.925035,0.840914,0,5.83596e-08,8.5158e-14,2.54281e-10,3.23637e-10,3.23637e-10,3.23637e-10,3.34832,0.824093,3.45301e-06,41.6299
c-46,5,130397,14913,14913,1,r,1,0,8.743848,2,1397,84547,45850,64.838,14718,115679,11.287,3770,126627,2.891,139.609467,149.839645,173.916382,165.71431,143.509735,140.304443,149.471359,0.931726,0.802739,0.842471,0.972822,0.995047,0.934022,0,3.8501e-08,4.52477e-09,2.34432e-10,1.15042e-09,1.15042e-09,1.15042e-09,75.208382,1.856302,1.70385e-05,112.987
ns3da,3,1679599,20414,20414,0,r,1,0,82.27682,9,306,1679599,0,100.0,494679,1184920,29.452,0,1679599,0.0,702.846008,732.64801,741.730713,743.8125,711.403931,703.844604,705.024536,0.959323,0.947576,0.944924,0.98797,0.998581,0.99691,0,4.44309e-08,4.44309e-08,5.44094e-10,0.0,0.0,0.0,469.14563,1.49814,9.88967e-06,1631.59
t2d_q4_a_05,3,87025,9801,9801,0,r,1,0,8.879196,4,9,65281,21744,75.014,0,87025,0.0,0,87025,0.0,89.422852,89.727325,107.619362,92.582306,90.104996,88.728256,93.017311,0.996607,0.830918,0.965874,0.992429,1.007828,0.961357,0,4.49343e-08,8.57311e-09,0.0,0.0,0.0,0.0,46.266399,1.932782,7.80467e-06,94.6322
delf_a_18,3,14963,3196,6660,0,r,1,0,4.68179,2,21,5763,9200,38.515,12752,2211,85.224,9220,5743,61.619,13.810848,15.497088,17.303392,17.584352,14.513984,14.479488,16.649055,0.89119,0.798158,0.785406,0.951555,0.953822,0.829527,0,4.47897e-08,3.22513e-11,1.13722e-10,8.96975e-09,8.96975e-09,8.96975e-09,10.160992,1.359203,8.02565e-06,54.3497
wang4,3,177196,26068,26068,0,r,1,0,6.797453,4,7,177196,0,100.0,11494,165702,6.487,0,177196,0.0,106.253853,113.015549,115.164803,118.26339,106.728096,105.32589,108.29763,0.94017,0.922624,0.898451,0.995557,1.00881,0.981128,0,4.32425e-08,4.32425e-08,5.23702e-10,0.0,0.0,0.0,64.865761,1.638058,7.22323e-06,132.852
abacus_shell_ud,5,218484,23412,23412,0,r,1,0,9.332137,6,15,50456,168028,23.094,199720,18764,91.412,196938,21546,90.138,209.346848,222.35965,251.942459,232.355133,227.881027,221.276642,232.256256,0.941479,0.830931,0.900978,0.918667,0.946087,0.901362,0,4.08815e-08,1.34225e-14,1.89334e-11,6.21711e-12,6.21711e-12,6.21711e-12,110.333214,1.897406,8.65062e-06,196.456
linverse,5,95977,11999,11999,1,r,1,0,7.99875,5,9,51429,44548,53.585,38011,57966,39.604,1058,94919,1.102,64.674461,70.398079,65.416161,64.308739,67.177597,64.890404,66.829155,0.918696,0.988662,1.005687,0.962739,0.996672,0.967758,0,4.48119e-08,3.2787e-09,5.40241e-10,1.99389e-09,1.99389e-09,1.99389e-09,34.84016,1.856319,6.3541e-06,59.8274
t2d_q4_a_44,3,87025,9801,9801,0,r,1,0,8.879196,4,9,311,86714,0.357,26534,60491,30.49,27102,59923,31.143,89.180222,89.575165,93.643326,98.35968,92.577438,90.262276,94.227646,0.995591,0.952339,0.906675,0.963304,0.988012,0.946434,0,4.64484e-08,1.16399e-12,3.49714e-10,8.86554e-10,8.86554e-10,8.86554e-10,45.874527,1.944003,8.29892e-06,91.2826
oscil_dcop_51,1,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.7536,3.04096,3.24448,2.946208,2.95456,2.985824,3.287168,0.905503,0.848703,0.934625,0.931983,0.922224,0.837682,0,3.91311e-08,5.13022e-14,1.76239e-10,2.59487e-10,2.59487e-10,2.59487e-10,3.425344,0.80389,4.601e-06,32.3086
oscil_dcop_13,1,1544,430,430,0,r,1,0,3.590698,1,13,659,885,42.681,1386,158,89.767,1288,256,83.42,2.763552,3.026048,3.981312,2.959104,2.972032,3.00608,3.276512,0.913255,0.694131,0.933915,0.929853,0.919321,0.843443,0,3.91313e-08,6.4071e-14,1.82744e-10,2.6395e-10,2.6395e-10,2.6395e-10,3.385312,0.816336,4.60101e-06,32.1388
t2d_q4_a_27,5,87025,9801,9801,0,r,1,0,8.879196,4,9,10951,76074,12.584,17535,69490,20.149,17667,69358,20.301,89.174339,89.584381,96.215485,96.87133,91.609085,89.994781,93.913055,0.995423,0.926819,0.920544,0.973422,0.990883,0.949541,0,4.44852e-08,2.49585e-10,4.39728e-10,1.14389e-09,1.14389e-09,1.14389e-09,45.89603,1.942964,8.00129e-06,88.5403
t2d_q9_a_12,5,87025,9801,9801,0,r,1,0,8.879196,4,9,31562,55463,36.268,32938,54087,37.849,35397,51628,40.675,89.190369,89.564255,101.283394,101.075455,92.47773,90.654625,94.443619,0.995825,0.880602,0.882414,0.964452,0.983848,0.944377,0,4.35637e-08,2.92588e-10,3.17663e-10,8.62467e-10,8.62467e-10,8.62467e-10,45.895199,1.943349,8.61681e-06,88.1547
delf_a_20,3,15270,3213,6672,0,r,1,0,4.752568,2,21,5876,9394,38.481,13013,2257,85.219,9356,5914,61.27,13.897376,15.560192,17.35648,17.679008,14.507872,14.482624,16.719584,0.893137,0.800702,0.786095,0.95792,0.95959,0.831203,0,4.40631e-08,2.17961e-11,9.62246e-11,4.11394e-09,4.11394e-09,4.11394e-09,10.162336,1.367538,8.45285e-06,58.2351
bips07_1998_c,3,20,4,15066,0,r,1,0,5.0,5,5,12,8,60.0,7,13,35.0,0,20,0.0,2.236416,2.269216,2.378848,2.36048,2.27408,2.261696,2.273568,0.985546,0.940126,0.947441,0.983438,0.988823,0.983659,0,1.23782e-07,3.1219e-09,1.70556e-09,0.0,0.0,0.0,3.095488,0.722476,1.02941e-05,37.8127
oscil_dcop_23,3,1544,430,430,0,r,1,0,3.590698,1,13,659,885,42.681,1386,158,89.767,1288,256,83.42,2.760832,3.02144,3.963776,2.959296,2.974816,2.956352,3.28784,0.913747,0.696516,0.932935,0.928068,0.933864,0.83971,0,1.9914e-08,4.19409e-14,1.97801e-10,2.74299e-10,2.74299e-10,2.74299e-10,2.450016,1.126863,8.17063e-06,42.0384
rajat27,4,99777,20640,20640,0,r,1,0,4.834157,1,1801,90535,9242,90.737,97270,2507,97.487,93822,5955,94.032,90.780991,102.480164,108.285088,106.161057,117.63443,111.986786,105.014526,0.88584,0.838352,0.855125,0.771721,0.81064,0.864461,0,5.04633e-08,1.08787e-12,3.91181e-12,4.4862e-09,4.4862e-09,4.4862e-09,53.48621,1.697278,3.3266e-06,383.024
lp_cre_d,3,246614,8926,73948,0,r,1,2450,27.628725,0,808,70,246544,0.0279999999999999,0,246614,0.0,20,246594,0.008,200.728348,208.815323,206.747391,206.662598,161.121445,159.14183,203.921158,0.961272,0.970887,0.971285,1.24582,1.261317,0.984343,0,3.77822e-08,1.80564e-10,0.0,4.83207e-11,4.83207e-11,4.83207e-11,102.584831,1.956706,8.69822e-06,335.401
abacus_shell_ld_k,5,216082,23412,23412,0,r,1,0,9.22954,4,15,50455,165627,23.35,197326,18756,91.32,194536,21546,90.029,209.261414,222.276093,251.747101,232.275208,228.562149,221.232315,232.224701,0.941448,0.831237,0.90092,0.915556,0.94589,0.901116,0,4.53418e-08,1.29619e-14,2.15949e-11,5.27675e-12,5.27675e-12,5.27675e-12,109.742653,1.906838,8.51524e-06,203.954
epb1,3,95053,14734,14734,0,r,1,0,6.451269,3,7,95053,0,100.0,17971,77082,18.906,3165,91888,3.33,61.507584,58.001408,65.425407,77.272545,61.834656,61.101536,64.194176,1.06045,0.940118,0.795982,0.994711,1.006645,0.958149,0,4.55821e-08,4.55821e-08,5.55389e-10,7.28929e-10,7.28929e-10,7.28929e-10,35.133057,1.750704,7.26573e-06,94.9608
hydr1c_a_63,3,19491,5308,5308,0,r,1,0,3.672005,1,12,7305,12186,37.479,18210,1281,93.428,18063,1428,92.674,12.064416,14.974848,16.304768,15.87088,14.46272,14.418688,15.894944,0.805645,0.739932,0.76016,0.834173,0.836721,0.75901,0,4.12689e-08,1.07259e-13,5.20323e-11,2.5186e-10,2.5186e-10,2.5186e-10,9.587712,1.258321,9.00208e-06,55.2945
oscil_dcop_53,1,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.76288,3.005408,4.287712,2.941792,2.947072,2.984672,3.272896,0.919303,0.644372,0.939183,0.9375,0.92569,0.84417,0,3.93751e-08,3.53523e-14,1.25975e-10,1.64876e-10,1.64876e-10,1.64876e-10,2.462752,1.121867,4.58125e-06,31.0895
nemeth15,5,539802,9506,9506,1,r,1,0,56.785399,25,66,539802,0,100.0,347108,192694,64.303,0,539802,0.0,256.338379,299.434143,306.336823,278.900757,260.400696,256.613098,260.911255,0.856076,0.836786,0.919102,0.9844,0.998929,0.982473,0,4.51836e-08,4.51836e-08,2.97828e-10,0.0,0.0,0.0,144.139771,1.778401,9.43664e-06,241.882
delf_a_06,3,14605,3103,6575,0,r,1,0,4.706735,2,21,5718,8887,39.151,12433,2172,85.128,8923,5682,61.096,13.432736,15.088032,16.81776,17.109407,14.217408,14.052096,16.203585,0.890291,0.798723,0.785108,0.944809,0.955924,0.828998,0,4.94602e-08,2.49654e-11,9.50336e-11,6.36775e-09,6.36775e-09,6.36775e-09,9.85008,1.363719,7.65416e-06,54.3344
large_a_31,3,20643,4285,8623,0,r,1,0,4.817503,2,21,8395,12248,40.668,18103,2540,87.696,13499,7144,65.393,17.731232,20.004225,22.148672,22.604353,18.727327,18.640833,21.487648,0.886374,0.800555,0.784417,0.946811,0.951204,0.825183,0,3.84911e-08,3.14549e-11,1.44744e-10,2.06716e-08,2.06716e-08,2.06716e-08,12.684384,1.397879,8.03749e-06,60.9732
oscil_dcop_43,2,1544,430,430,0,r,1,0,3.590698,1,13,662,882,42.876,1386,158,89.767,1288,256,83.42,2.761248,2.956864,4.05984,2.986656,2.961216,2.967968,3.284928,0.933843,0.680137,0.924528,0.932471,0.93035,0.840581,0,3.91989e-08,3.71595e-14,1.62287e-10,2.04936e-10,2.04936e-10,2.04936e-10,3.3544,0.823172,5.88634e-06,31.8393
hydr1c_a_72,3,23553,5308,5308,0,r,1,0,4.437265,1,14,18441,5112,78.296,21798,1755,92.549,21549,2004,91.492,22.96352,27.063007,28.140287,27.744864,26.3936,26.320608,27.774879,0.848521,0.816037,0.827667,0.870041,0.872454,0.826773,0,6.01652e-08,5.62234e-12,7.13526e-11,7.493e-09,7.493e-09,7.493e-09,15.655808,1.466773,7.73517e-06,64.5068
hydr1c_a_46,3,19503,5308,5308,0,r,1,0,3.674265,1,12,7303,12200,37.446,18219,1284,93.416,18075,1428,92.678,12.060736,14.971648,17.358591,15.898976,14.484544,14.397568,15.891776,0.805572,0.694799,0.758586,0.832662,0.837693,0.758929,0,4.75426e-08,1.14536e-13,6.30446e-11,3.3829e-10,3.3829e-10,3.3829e-10,8.836992,1.364801,6.84858e-06,63.1473
delf_a_22,3,15260,3214,6672,0,r,1,0,4.747978,2,21,5888,9372,38.585,13036,2224,85.426,9366,5894,61.376,13.910304,15.555936,18.351007,17.680161,14.616032,14.531456,16.743872,0.894212,0.758013,0.786775,0.951716,0.957255,0.83077,0,5.14784e-08,2.72742e-11,1.07722e-10,7.69692e-09,7.69692e-09,7.69692e-09,10.168448,1.367987,6.87027e-06,53.7815
bodyy6,3,134748,19366,19366,1,r,1,0,6.957968,3,9,79444,55304,58.957,107923,26825,80.092,73553,61195,54.586,80.229469,84.883522,101.365059,94.718719,84.057213,82.189468,85.149826,0.945171,0.79149,0.847029,0.954463,0.976153,0.942215,0,4.44974e-08,4.42529e-12,1.42828e-10,1.76582e-10,1.76582e-10,1.76582e-10,48.389023,1.65801,5.59058e-06,86.2703
hydr1c_a_13,3,19503,5308,5308,0,r,1,0,3.674265,1,12,7306,12197,37.461,18218,1285,93.411,18075,1428,92.678,12.051008,14.976416,16.955263,15.895392,14.469984,14.413632,15.892288,0.804666,0.710753,0.758145,0.832828,0.836084,0.758293,0,4.9666e-08,1.12277e-13,6.75569e-11,2.98499e-10,2.98499e-10,2.98499e-10,9.59232,1.256318,7.53325e-06,57.2947
t2d_q4,3,87025,9801,9801,0,r,1,0,8.879196,4,9,77224,9801,88.738,0,87025,0.0,0,87025,0.0,89.145248,89.528931,105.940125,92.509277,90.036484,88.609756,92.875168,0.995714,0.841468,0.963636,0.990101,1.006043,0.959839,0,4.50685e-08,1.50189e-08,0.0,0.0,0.0,0.0,45.428993,1.962299,8.092e-06,92.1399
cavity24,3,138187,4562,4562,0,r,1,0,30.290881,8,62,123246,14941,89.188,61571,76616,44.556,20185,118002,14.607,103.273987,114.647293,120.499268,114.354141,104.778976,103.721886,106.991295,0.900797,0.857051,0.903107,0.985637,0.995682,0.965256,0,4.4561e-08,8.54975e-09,5.1091e-10,2.59531e-10,2.59531e-10,2.59531e-10,55.523968,1.859989,8.63993e-06,176.88
crystm03,5,583770,24696,24696,1,r,1,0,23.638241,8,27,583770,0,100.0,37152,546618,6.364,0,583770,0.0,502.226013,530.425476,547.663147,540.768433,498.844818,496.753723,506.605286,0.946836,0.917035,0.928727,1.006778,1.011016,0.991356,0,4.63839e-08,4.63839e-08,4.66092e-10,0.0,0.0,0.0,246.531326,2.037169,8.96633e-06,205.679
t2d_q9_a_17,3,87025,9801,9801,0,r,1,0,8.879196,4,9,31261,55764,35.922,1853,85172,2.129,895,86130,1.028,89.136322,89.538078,101.426338,93.302399,90.031075,88.73632,93.008896,0.995513,0.878828,0.955349,0.990062,1.004508,0.958363,0,4.19409e-08,1.95241e-09,2.69357e-10,6.07482e-10,6.07482e-10,6.07482e-10,45.443394,1.96148,8.08839e-06,93.5243
case9_b1_03,2,14453,14454,1,0,r,1,1,0.999931,0,1,14425,28,99.806,14439,14,99.903,14453,0,100.0,10.366496,10.96368,12.433024,11.690528,11.412448,11.430784,11.659424,0.945531,0.833787,0.886743,0.90835,0.906893,0.889109,0,9.0542e-08,2.12099e-14,6.4773e-13,9.0542e-08,9.0542e-08,9.0542e-08,9.591712,1.080776,3.55749e-06,50.2407
odepa400,1,1201,400,400,0,r,1,0,3.0025,2,5,3,1198,0.25,3,1198,0.25,0,1201,0.0,2.680832,2.802848,2.788128,2.75376,2.777088,2.76304,2.766752,0.956467,0.961517,0.973517,0.965339,0.970247,0.968946,0,2.51008e-08,8.81237e-12,8.81237e-12,0.0,0.0,0.0,3.224576,0.831375,6.6911e-06,30.8419
delf_a_02,3,14322,3098,6570,0,r,1,0,4.622983,1,20,5601,8721,39.108,12320,2002,86.022,8966,5356,62.603,13.448224,15.06224,17.725376,17.087393,14.185344,14.023872,16.222113,0.892844,0.758699,0.787026,0.948037,0.958952,0.829006,0,5.14295e-08,2.24383e-11,9.89183e-11,5.45601e-09,5.45601e-09,5.45601e-09,9.84464,1.366045,8.51023e-06,59.4129
sit100,2,61046,10262,10262,1,r,1,0,5.948743,2,10,32258,28788,52.842,19812,41234,32.454,0,61046,0.0,39.216671,44.347775,46.701569,45.910526,39.192383,39.601151,40.891266,0.884299,0.839729,0.854198,1.00062,0.990291,0.959048,0,2.87172e-08,1.21553e-08,2.10603e-10,0.0,0.0,0.0,25.619265,1.530749,6.7931e-06,55.2113
case9_b2_03,2,14453,14454,1,0,r,1,1,0.999931,0,1,14363,90,99.377,14438,15,99.896,14453,0,100.0,10.373344,10.95632,12.59968,11.692768,11.40304,11.431904,11.666336,0.946791,0.823302,0.887159,0.9097,0.907403,0.889169,0,2.9158e-08,2.21044e-14,1.86378e-13,2.9158e-08,2.9158e-08,2.9158e-08,8.900704,1.165452,4.26187e-06,41.8188
g7jac100,3,384636,29610,29610,0,r,1,0,12.990071,2,153,283508,101128,73.708,328400,56236,85.379,312583,72053,81.267,292.837982,328.769501,358.626648,345.20639,329.574707,321.980865,334.216095,0.890709,0.816554,0.848298,0.888533,0.909489,0.876194,0,4.56345e-08,1.54156e-14,1.16718e-11,7.47736e-09,7.47736e-09,7.47736e-09,163.32692,1.792956,5.90871e-06,884.178
hydr1c_a_02,3,22618,5308,5308,0,r,1,0,4.261115,1,14,6894,15724,30.48,20912,1706,92.457,20428,2190,90.317,21.791519,24.927904,26.753311,25.66704,24.091553,24.017056,25.691969,0.874182,0.814535,0.849008,0.904529,0.907335,0.848184,0,3.9228e-08,8.85295e-14,7.55734e-11,3.19996e-10,3.19996e-10,3.19996e-10,15.196512,1.433982,7.96337e-06,59.8734
tsopf_rs_b162_c1,3,205399,5374,5374,0,r,1,0,38.220878,3,77,188041,17358,91.549,187518,17881,91.295,1900,203499,0.925,133.169083,146.151077,152.767868,151.192642,134.611557,132.523712,136.30275,0.911174,0.871709,0.880791,0.989284,1.00487,0.97701,0,4.94491e-08,1.58883e-10,3.63421e-12,2.49043e-11,2.49043e-11,2.49043e-11,71.043388,1.874475,5.47383e-06,186.353
t2d_q4_a_21,3,87025,9801,9801,0,r,1,0,8.879196,4,9,11732,75293,13.481,42140,44885,48.423,44574,42451,51.22,89.155396,89.555267,95.73555,101.340286,91.660477,89.915169,94.329727,0.995535,0.931267,0.879763,0.97267,0.99155,0.945146,0,4.16992e-08,2.56924e-11,2.17544e-10,6.12796e-10,6.12796e-10,6.12796e-10,45.875969,1.943401,8.11791e-06,93.9888
hydr1c_a_20,3,19503,5308,5308,0,r,1,0,3.674265,1,12,7311,12192,37.487,18220,1283,93.422,18075,1428,92.678,12.035872,14.972576,17.158049,15.880288,14.474144,14.40352,15.899456,0.803861,0.701471,0.757913,0.831543,0.83562,0.756999,0,5.34794e-08,1.08885e-13,6.85928e-11,3.36827e-10,3.36827e-10,3.36827e-10,9.588256,1.255272,7.59389e-06,57.761
delf_a_07,3,14754,3147,6619,0,r,1,0,4.688275,2,21,5761,8993,39.047,12609,2145,85.462,9120,5634,61.814,13.56144,15.264032,18.048609,17.385441,14.43648,14.348672,16.443712,0.888457,0.751384,0.780046,0.939387,0.945136,0.824719,0,5.49776e-08,2.8521e-11,1.09923e-10,7.98932e-09,7.98932e-09,7.98932e-09,9.316224,1.45568,8.84879e-06,53.291
bcsstm06,3,420,420,420,1,r,1,0,1.0,1,1,20,400,4.762,208,212,49.524,420,0,100.0,2.26064,2.29248,3.438304,2.451584,2.324864,2.276096,2.282592,0.986111,0.657487,0.922114,0.972375,0.993209,0.990383,0,4.6061e-08,6.78389e-15,5.3012e-10,4.6061e-08,4.6061e-08,4.6061e-08,2.173184,1.040243,3.76064e-06,30.8388
odepb400,4,399,400,400,1,r,1,1,0.9975,0,1,399,0,100.0,0,399,0.0,399,0,100.0,2.249824,2.281504,3.110112,2.279648,2.293312,2.269152,2.263424,0.986114,0.72339,0.986917,0.981037,0.991482,0.993991,0,4.60262e-08,4.60262e-08,0.0,4.60262e-08,4.60262e-08,4.60262e-08,3.123424,0.720307,3.73128e-06,30.8732
model2,3,7607,379,1321,0,r,1,0,20.07124,1,138,1846,5761,24.267,5220,2387,68.621,4472,3135,58.788,10.273344,11.343584,11.877696,11.429312,10.57072,10.527616,11.282944,0.905652,0.864927,0.898859,0.971868,0.975847,0.91052,0,4.15552e-08,9.97822e-11,3.49477e-10,2.40711e-09,2.40711e-09,2.40711e-09,7.243136,1.418356,7.69384e-06,61.8128
kineticbatchreactor_7,2,84508,7968,7968,1,r,1,0,10.605924,1,2720,75917,8591,89.834,84375,133,99.843,84508,0,100.0,77.939774,78.688477,88.192093,82.552094,78.534462,78.618431,80.550591,0.990485,0.88375,0.944128,0.992428,0.991368,0.967588,0,5.04638e-08,1.93408e-14,1.02775e-12,5.04638e-08,5.04638e-08,5.04638e-08,39.274815,1.984472,3.55376e-06,204.748
large_a_16,3,19717,4265,8598,0,r,1,0,4.622978,1,21,7352,12365,37.288,17057,2660,86.509,12961,6756,65.735,17.573471,19.858015,21.900928,22.611488,18.693439,18.615583,21.252192,0.884956,0.802408,0.777192,0.940088,0.944019,0.826902,0,4.93094e-08,2.14276e-11,1.27119e-10,2.1025e-08,2.1025e-08,2.1025e-08,12.640448,1.390257,6.23764e-06,68.1025
case9_a_01,5,147972,14454,14454,1,r,1,0,10.237443,1,7210,93743,54229,63.352,93675,54297,63.306,25444,122528,17.195,133.910919,143.217529,154.482819,154.51619,136.705627,134.53479,141.563141,0.935018,0.866834,0.866647,0.979557,0.995363,0.945945,0,5.29992e-08,3.30162e-11,1.28025e-12,1.98241e-08,1.98241e-08,1.98241e-08,71.076767,1.884032,6.38937e-06,89.1036
t2d_q9_a_34,3,87025,9801,9801,0,r,1,0,8.879196,4,9,2563,84462,2.945,23530,63495,27.038,23976,63049,27.551,89.156349,89.538307,93.619423,97.946144,92.248253,90.281822,94.099167,0.995734,0.952327,0.910259,0.966483,0.987534,0.947472,0,4.52188e-08,2.12742e-11,3.78385e-10,9.85616e-10,9.85616e-10,9.85616e-10,45.882626,1.94314,7.46554e-06,95.5029
ex37,3,67591,3565,3565,0,r,1,0,18.959607,1,85,48162,19429,71.255,22562,45029,33.38,1651,65940,2.443,73.389664,81.888031,85.029442,81.294014,76.221954,75.932289,79.699165,0.89622,0.863109,0.902768,0.962842,0.966515,0.920834,0,4.43153e-08,2.49997e-09,4.40197e-10,7.19747e-10,7.19747e-10,7.19747e-10,39.281536,1.868299,8.47031e-06,124.925
olm5000,2,19996,5000,5000,0,r,1,0,3.9992,2,6,5000,14996,25.005,5000,14996,25.005,5000,14996,25.005,11.755584,14.586272,14.485632,14.465408,10.958784,10.972448,14.548192,0.805935,0.811534,0.812669,1.072709,1.071373,0.808044,0,4.03682e-08,1.34278e-14,1.34278e-14,1.34278e-14,1.34278e-14,1.34278e-14,9.208736,1.276569,7.38781e-06,47.4933
freeflyingrobot_9,2,39964,4778,4778,1,r,1,0,8.364169,1,957,18374,21590,45.976,38109,1855,95.358,35577,4387,89.023,43.142784,48.450878,55.531105,51.461185,45.419872,45.471264,49.383518,0.890444,0.776912,0.838356,0.949866,0.948792,0.873627,0,4.56908e-08,1.29025e-13,2.20035e-11,8.57191e-09,8.57191e-09,8.57191e-09,25.208672,1.711426,7.86487e-06,146.652
