matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr,adaptive-rt
random_mtx_71,21557,500,500,0,r,1,0,43.114,29,61,21557,0,100,1083,20474,5.024,0,21557,0,13.54496,15.684096,16.185375,15.484736,13.71808,13.604416,13.93232,0.863611,0.836864,0.87473,0.98738,0.99563,0.972197,0,0.0000000429711,0.0000000429711,4.89024E-10,0,0,0,9.08496,1.490921,0.00000903795,100.407
random_mtx_72,46677,500,500,0,r,1,0,93.354,73,120,46677,0,100,2361,44316,5.058,0,46677,0,16.958143,20.705088,21.512032,19.006241,17.102943,16.925823,17.453089,0.819033,0.78831,0.892241,0.991534,1.00191,0.971641,0,0.0000000464989,0.0000000464989,5.53609E-10,0,0,0,15.670432,1.082175,0.0000100388,268.642
random_mtx_73,25183,500,500,0,r,1,0,50.366,34,70,25183,0,100,1275,23908,5.063,0,25183,0,14.209088,16.765247,17.073952,16.033152,14.28736,14.098784,14.375232,0.847532,0.832209,0.886232,0.994522,1.007824,0.988442,0,0.0000000435363,0.0000000435363,5.16252E-10,0,0,0,9.903232,1.434793,0.00000967449,287.335
random_mtx_74,79016,500,500,0,r,1,0,158.032,128,194,79016,0,100,3903,75113,4.94,0,79016,0,23.085888,23.72624,24.074112,23.923777,25.439297,23.599072,25.538368,0.973011,0.958951,0.964977,0.907489,0.978254,0.903969,0,0.0000000449841,0.0000000449841,5.16794E-10,0,0,0,15.544544,1.485144,0.0000124532,194.664
random_mtx_75,96428,500,500,0,r,1,0,192.856,157,221,96428,0,100,4941,91487,5.124,0,96428,0,33.957375,26.45536,26.76384,34.061729,33.912033,33.934464,33.771873,1.283573,1.268778,0.996936,1.001337,1.000675,1.005493,0,0.0000000487143,0.0000000487143,5.48842E-10,0,0,0,18.109056,1.87516,0.0000112098,344.618
random_mtx_76,62180,500,500,0,r,1,0,124.36,96,153,62180,0,100,3112,59068,5.005,0,62180,0,22.252447,24.679647,25.040833,21.204384,21.293377,20.088673,20.318209,0.901652,0.888646,1.049427,1.045041,1.107711,1.095197,0,0.0000000417655,0.0000000417655,4.9509E-10,0,0,0,13.620384,1.633761,0.0000117717,426.57
random_mtx_77,69882,500,500,0,r,1,0,139.764,108,170,69882,0,100,3502,66380,5.011,0,69882,0,21.306305,25.086975,25.387199,22.940704,21.758112,21.579231,21.736448,0.849297,0.839254,0.928755,0.979235,0.987352,0.980211,0,0.0000000352756,0.0000000352756,4.4523E-10,0,0,0,14.847552,1.435005,0.0000107711,278.828
random_mtx_78,28687,500,500,0,r,1,0,57.374,35,76,28687,0,100,1391,27296,4.849,0,28687,0,15.070176,17.526913,18.045984,16.524672,14.981568,14.887232,14.985472,0.859831,0.835099,0.91198,1.005914,1.012289,1.005652,0,0.0000000473777,0.0000000473777,4.94746E-10,0,0,0,9.463168,1.592509,0.00000956018,315.267
random_mtx_79,32390,500,500,0,r,1,0,64.78,46,90,32390,0,100,1662,30728,5.131,0,32390,0,15.178016,18.017023,18.533344,17.033567,15.326048,15.125408,15.502528,0.842426,0.818957,0.891065,0.990341,1.003478,0.979067,0,0.0000000483242,0.0000000483242,5.20733E-10,0,0,0,9.612512,1.578985,0.0000104245,608.203
random_mtx_8,89340,500,500,0,r,1,0,178.68,154,207,89340,0,100,4449,84891,4.98,0,89340,0,28.130753,25.159649,25.47888,29.822464,28.745407,29.127775,28.906944,1.11809,1.104081,0.943274,0.978617,0.965771,0.973149,0,0.0000000460173,0.0000000460173,5.46946E-10,0,0,0,16.784351,1.676011,0.0000117909,298.543
random_mtx_80,38791,500,500,0,r,1,0,77.582,54,107,38791,0,100,1986,36805,5.12,0,38791,0,16.747969,18.488895,18.679968,17.554239,16.240929,16.685921,16.451136,0.905839,0.896574,0.95407,1.03122,1.003719,1.018043,0,0.000000049171,0.000000049171,5.91047E-10,0,0,0,9.773696,1.713576,0.00000983406,59.2198
random_mtx_81,71243,500,500,0,r,1,0,142.486,114,172,71243,0,100,3488,67755,4.896,0,71243,0,21.58128,28.751936,29.014336,23.399008,22.070463,21.903681,22.070784,0.750603,0.743814,0.922316,0.977835,0.985281,0.977821,0,0.0000000478479,0.0000000478479,5.84831E-10,0,0,0,22.708256,0.950372,0.0000106313,420.796
random_mtx_82,79368,500,500,0,r,1,0,158.736,127,191,79368,0,100,4057,75311,5.112,0,79368,0,21.500481,28.085152,28.507233,22.729536,21.887936,22.157408,21.910273,0.765546,0.754211,0.945927,0.982298,0.970352,0.981297,0,0.000000035658,0.000000035658,4.04316E-10,0,0,0,23.870687,0.900706,0.0000108768,198.017
random_mtx_83,30798,500,500,0,r,1,0,61.596,41,85,30798,0,100,1601,29197,5.198,0,30798,0,15.103488,17.734079,18.483423,16.847872,15.007168,14.947328,15.192224,0.851665,0.817137,0.896463,1.006418,1.010447,0.994159,0,0.0000000431053,0.0000000431053,4.92619E-10,0,0,0,9.186912,1.644022,0.00000870273,883.372
random_mtx_84,71571,500,500,0,r,1,0,143.142,114,171,71571,0,100,3505,68066,4.897,0,71571,0,22.844769,24.76704,25.103552,22.643265,21.977119,23.21312,21.967873,0.922386,0.910021,1.008899,1.03948,0.984132,1.039917,0,0.0000000372209,0.0000000372209,4.47858E-10,0,0,0,14.733184,1.550566,0.0000115934,816.224
random_mtx_85,45060,500,500,0,r,1,0,90.12,62,119,45060,0,100,2293,42767,5.089,0,45060,0,17.955521,18.975008,20.532,17.99744,17.266399,17.181248,16.833824,0.946272,0.874514,0.997671,1.039911,1.045065,1.066633,0,0.000000042275,0.000000042275,5.11602E-10,0,0,0,10.821824,1.659195,0.00000975565,299.549
random_mtx_86,32544,500,500,0,r,1,0,65.088,45,87,32544,0,100,1704,30840,5.236,0,32544,0,15.277056,18.572927,19.63648,17.091776,15.666944,15.24656,15.544672,0.822544,0.777994,0.893825,0.975114,1.002,0.982784,0,0.000000040701,0.000000040701,5.05096E-10,0,0,0,11.753408,1.299798,0.0000104798,287.992
random_mtx_87,45003,500,500,0,r,1,0,90.006,66,116,45003,0,100,2269,42734,5.042,0,45003,0,16.808384,18.844641,19.411232,18.6688,17.319296,16.745567,17.319489,0.891945,0.86591,0.900346,0.9705,1.003751,0.97049,0,0.0000000433659,0.0000000433659,5.33639E-10,0,0,0,10.271264,1.636447,0.0000110559,470.879
random_mtx_88,43998,500,500,0,r,1,0,87.996,67,113,43998,0,100,2133,41865,4.848,0,43998,0,16.54048,18.59664,19.751776,18.11936,16.721439,16.530975,17.125568,0.889434,0.837417,0.912862,0.989178,1.000575,0.965835,0,0.0000000432011,0.0000000432011,4.76388E-10,0,0,0,10.00752,1.652805,0.0000101046,91.7164
random_mtx_89,80759,500,500,0,r,1,0,161.518,134,186,80759,0,100,4127,76632,5.11,0,80759,0,21.322369,28.152737,24.588833,22.670912,21.87952,21.7656,22.001087,0.757382,0.867157,0.940517,0.974535,0.979636,0.969151,0,0.0000000466508,0.0000000466508,5.63547E-10,0,0,0,23.936544,0.890787,0.0000119516,421.539
random_mtx_9,29795,500,500,0,r,1,0,59.59,39,83,29795,0,100,1510,28285,5.068,0,29795,0,15.016992,17.703775,19.385441,16.690529,14.986336,14.889344,15.14592,0.848237,0.774653,0.899731,1.002046,1.008573,0.991488,0,0.000000045331,0.000000045331,5.2263E-10,0,0,0,8.910656,1.685285,0.00000929471,371.738
random_mtx_90,70296,500,500,0,r,1,0,140.592,109,171,70296,0,100,3511,66785,4.995,0,70296,0,22.688383,24.781631,25.123104,22.259872,24.673471,22.942495,24.634304,0.915532,0.903088,1.01925,0.919546,0.988924,0.921008,0,0.0000000414764,0.0000000414764,4.94237E-10,0,0,0,14.863456,1.526454,0.0000108929,606.439
random_mtx_91,45705,500,500,0,r,1,0,91.41,70,115,45705,0,100,2313,43392,5.061,0,45705,0,17.329409,18.819777,20.165024,18.160543,18.176064,16.638304,16.896671,0.920808,0.85938,0.954234,0.953419,1.041537,1.025611,0,0.0000000512255,0.0000000512255,5.34909E-10,0,0,0,10.36688,1.671613,0.00000973698,271.675
random_mtx_92,93395,500,500,0,r,1,0,186.79,156,222,93395,0,100,4681,88714,5.012,0,93395,0,31.066591,25.718657,26.091137,31.710848,31.408607,31.899712,31.956991,1.20794,1.190695,0.979683,0.989111,0.973883,0.972138,0,0.000000049218,0.000000049218,6.19949E-10,0,0,0,17.358145,1.789741,0.000011887,276.585
random_mtx_93,73540,500,500,0,r,1,0,147.08,115,181,73540,0,100,3528,70012,4.797,0,73540,0,22.953888,28.657984,28.796127,22.71216,25.330273,23.404257,25.283457,0.80096,0.797117,1.010643,0.906184,0.980757,0.907862,0,0.0000000478289,0.0000000478289,5.34253E-10,0,0,0,23.091553,0.994038,0.0000107757,85.6507
random_mtx_94,86720,500,500,0,r,1,0,173.44,139,206,86720,0,100,4448,82272,5.129,0,86720,0,25.729792,24.638912,24.946688,24.849407,27.964319,28.366049,28.872192,1.044275,1.031391,1.035429,0.920094,0.907063,0.891162,0,0.0000000472841,0.0000000472841,5.31769E-10,0,0,0,16.585217,1.551369,0.0000124478,205.269
random_mtx_95,71293,500,500,0,r,1,0,142.586,114,172,71293,0,100,3510,67783,4.923,0,71293,0,21.365185,28.248384,28.599936,24.922464,21.917408,21.77632,21.90016,0.756333,0.747036,0.857266,0.974804,0.98112,0.975572,0,0.0000000587303,0.0000000587303,5.53351E-10,0,0,0,22.547615,0.947559,0.0000114749,216.941
random_mtx_96,72890,500,500,0,r,1,0,145.78,107,176,72890,0,100,3683,69207,5.053,0,72890,0,22.944672,24.525473,24.789503,22.641504,25.253376,23.455809,25.22928,0.935545,0.92558,1.01339,0.908578,0.978209,0.909446,0,0.0000000481156,0.0000000481156,5.668E-10,0,0,0,15.146304,1.514869,0.0000116142,631.256
random_mtx_97,20452,500,500,0,r,1,0,40.904,25,58,20452,0,100,1062,19390,5.193,0,20452,0,13.438496,15.496864,15.806976,15.271712,13.6216,13.475456,13.724352,0.867175,0.850162,0.87996,0.986558,0.997257,0.979172,0,0.0000000465727,0.0000000465727,5.30118E-10,0,0,0,8.822752,1.523164,0.00000917842,161.364
random_mtx_98,87037,500,500,0,r,1,0,174.074,140,205,87037,0,100,4334,82703,4.979,0,87037,0,24.987328,24.604321,24.862783,23.949184,25.666656,28.224064,27.791744,1.015567,1.005009,1.043348,0.973533,0.88532,0.899092,0,0.0000000420153,0.0000000420153,4.98154E-10,0,0,0,16.662432,1.499621,0.0000118576,410.42
random_mtx_99,87413,500,500,0,r,1,0,174.826,146,204,87413,0,100,4413,83000,5.048,0,87413,0,26.714369,30.378656,25.105408,24.298336,27.226784,27.626368,27.237663,0.87938,1.064088,1.099432,0.98118,0.966988,0.980788,0,0.0000000486439,0.0000000486439,5.33981E-10,0,0,0,26.118689,1.022807,0.000011502,95.5348
random_mtx_nc1,68790,903,843,0,r,1,0,76.179402,54,99,68790,0,100,3387,65403,4.924,0,68790,0,27.22736,31.514816,32.599232,29.662048,27.250977,26.799616,27.676992,0.863954,0.835215,0.917919,0.999133,1.015961,0.983754,0,0.0000000445488,0.0000000445488,5.10542E-10,0,0,0,17.824608,1.527515,0.00000974863,259.949
random_mtx_nc10,309107,1646,779,0,r,1,0,187.792831,155,233,309107,0,100,15440,293667,4.995,0,309107,0,103.002335,93.502144,94.42157,105.492737,104.721375,106.172447,103.080864,1.101604,1.090877,0.976393,0.983585,0.970142,0.999238,0,0.0000000443451,0.0000000443451,5.44663E-10,0,0,0,76.326721,1.349492,0.0000116754,469.737
random_mtx_nc100,245176,799,1450,0,r,1,0,306.853567,250,349,245176,0,100,12205,232971,4.978,0,245176,0,81.706558,69.529663,70.023582,84.245506,81.512733,85.864288,81.814461,1.175132,1.166843,0.969863,1.002378,0.951578,0.998681,0,0.0000000379568,0.0000000379568,4.37924E-10,0,0,0,66.438881,1.2298,0.0000154463,519.353
random_mtx_nc11,268319,671,1005,0,r,1,0,399.879285,357,449,268319,0,100,13440,254879,5.009,0,268319,0,85.832062,70.681984,71.035583,87.686531,85.636452,90.667809,85.564995,1.214341,1.208297,0.978851,1.002284,0.946665,1.003121,0,0.0000000315923,0.0000000315923,3.82478E-10,0,0,0,68.480095,1.253387,0.0000141816,435.874
random_mtx_nc12,990576,1996,1516,0,r,1,0,496.280561,441,556,990576,0,100,49777,940799,5.025,0,990576,0,311.746918,255.52182,255.731293,310.675262,311.468079,313.798889,312.410461,1.22004,1.219041,1.003449,1.000895,0.993461,0.997876,0,0.0000000473703,0.0000000473703,5.6966E-10,0,0,0,253.821213,1.228215,0.0000160989,163.71
random_mtx_nc13,809905,1721,1596,0,r,1,0,470.601395,419,528,809905,0,100,40207,769698,4.964,0,809905,0,256.153961,210.679077,211.082138,257.842865,255.540512,260.933197,256.258209,1.215849,1.213527,0.99345,1.002401,0.981684,0.999593,0,0.0000000417223,0.0000000417223,5.04923E-10,0,0,0,209.230392,1.224267,0.0000154768,609.579
random_mtx_nc14,523262,1588,1761,0,r,1,0,329.510076,281,380,523262,0,100,26325,496937,5.031,0,523262,0,170.352066,143.088196,145.342819,173.781052,170.310822,176.082855,170.514938,1.190539,1.172071,0.980268,1.000242,0.967454,0.999045,0,0.0000000426316,0.0000000426316,5.07949E-10,0,0,0,140.060837,1.216272,0.0000143062,581.43
random_mtx_nc15,447897,1087,1759,0,r,1,0,412.048758,356,465,447897,0,100,22483,425414,5.02,0,447897,0,145.352356,120.961601,121.462563,150.519165,145.307648,151.941818,145.534912,1.20164,1.196684,0.965673,1.000308,0.956632,0.998746,0,0.0000000394818,0.0000000394818,4.8307E-10,0,0,0,119.590401,1.215418,0.00001526,651.543
random_mtx_nc16,429260,726,1921,0,r,1,0,591.267218,537,651,429260,0,100,21662,407598,5.046,0,429260,0,139.601822,116.425919,116.732193,139.711548,139.389923,145.759293,139.389053,1.199061,1.195915,0.999215,1.00152,0.957756,1.001526,0,0.0000000310631,0.0000000310631,3.21367E-10,0,0,0,115.782211,1.205728,0.0000186152,275.105
random_mtx_nc17,155866,1132,1427,0,r,1,0,137.690813,105,168,155866,0,100,7685,148181,4.931,0,155866,0,63.68285,60.501598,61.451874,66.113632,64.971107,64.678238,64.349472,1.052581,1.036304,0.963233,0.980172,0.98461,0.989641,0,0.0000000466931,0.0000000466931,5.16451E-10,0,0,0,46.377728,1.373134,0.0000108482,432.82
random_mtx_nc18,488424,1433,1849,0,r,1,0,340.840195,287,410,488424,0,100,24216,464208,4.958,0,488424,0,159.5177,133.869629,134.467911,163.777786,159.293625,162.278397,159.385788,1.19159,1.186288,0.973989,1.001407,0.982988,1.000828,0,0.0000000401508,0.0000000401508,4.75837E-10,0,0,0,131.515747,1.212917,0.0000148225,71.6148
random_mtx_nc19,1246141,1679,1875,0,r,1,0,742.192376,683,822,1246141,0,100,62305,1183836,5,0,1246141,0,397.103119,328.496704,328.00946,394.631653,396.393127,398.777222,396.522308,1.20885,1.210645,1.006263,1.001791,0.995802,1.001465,0,0.0000000556192,0.0000000556192,5.76434E-10,0,0,0,326.992676,1.21441,0.0000195226,610.299
random_mtx_nc2,134177,1304,1116,0,r,1,0,102.896472,72,135,134177,0,100,6711,127466,5.002,0,134177,0,54.778786,53.285889,53.832737,56.343872,55.052799,54.23008,54.01981,1.028017,1.017574,0.972223,0.995023,1.010118,1.01405,0,0.0000000432673,0.0000000432673,5.1787E-10,0,0,0,36.607361,1.496387,0.0000100324,485.976
random_mtx_nc20,437996,1304,1492,0,r,1,0,335.886503,285,383,437996,0,100,21755,416241,4.967,0,437996,0,141.565445,117.761406,118.682716,145.679108,141.471359,146.626755,141.43718,1.202138,1.192806,0.971762,1.000665,0.965482,1.000907,0,0.0000000463333,0.0000000463333,5.30968E-10,0,0,0,114.545441,1.235889,0.0000141966,171.415
random_mtx_nc21,410565,837,1779,0,r,1,0,490.519713,423,559,410565,0,100,20653,389912,5.03,0,410565,0,133.657913,111.71344,111.58963,134.204742,133.506241,136.931335,133.713821,1.196435,1.197763,0.995925,1.001136,0.976094,0.999582,0,0.0000000504127,0.0000000504127,5.939E-10,0,0,0,110.387581,1.210806,0.0000174255,169.374
random_mtx_nc22,228669,748,921,0,r,1,0,305.707219,268,356,228669,0,100,11462,217207,5.012,0,228669,0,72.852417,61.720608,62.873375,76.428352,73.334366,77.56176,73.532318,1.180358,1.158717,0.953212,0.993428,0.939283,0.990754,0,0.000000045005,0.000000045005,5.11909E-10,0,0,0,57.184479,1.273989,0.0000125338,773.19
random_mtx_nc23,123876,1518,1630,0,r,1,0,81.604743,50,112,123876,0,100,6171,117705,4.982,0,123876,0,59.236862,51.835487,54.479649,61.432194,60.290272,59.526142,59.682495,1.142786,1.087321,0.964264,0.982528,0.99514,0.992533,0,0.0000000449091,0.0000000449091,5.15234E-10,0,0,0,29.3496,2.018319,0.0000103529,168.998
random_mtx_nc24,85805,1124,909,0,r,1,0,76.338968,48,104,85805,0,100,4157,81648,4.845,0,85805,0,36.926239,38.829601,39.456032,37.198143,37.482944,39.292545,39.648991,0.950982,0.935883,0.99269,0.985148,0.939777,0.931329,0,0.0000000436411,0.0000000436411,4.72696E-10,0,0,0,22.646591,1.630543,0.0000104384,111.925
random_mtx_nc25,237652,1787,1261,0,r,1,0,132.989368,102,181,237652,0,100,11925,225727,5.018,0,237652,0,93.647293,91.294525,93.805824,94.404831,96.002815,95.423233,95.022781,1.025771,0.99831,0.991976,0.975464,0.981389,0.985525,0,0.0000000440761,0.0000000440761,4.89E-10,0,0,0,68.451202,1.368088,0.0000113224,281.005
random_mtx_nc26,242879,887,1071,0,r,1,0,273.820744,231,323,242879,0,100,12232,230647,5.036,0,242879,0,80.005249,70.661537,71.088638,85.179329,81.155106,85.10141,81.320061,1.132232,1.125429,0.939257,0.985831,0.940117,0.983832,0,0.0000000459835,0.0000000459835,5.07055E-10,0,0,0,63.120319,1.267504,0.0000141286,839.171
random_mtx_nc27,156821,632,978,0,r,1,0,248.134494,210,289,156821,0,100,7953,148868,5.071,0,156821,0,54.168831,48.446274,49.684353,55.251392,54.260674,55.402561,54.176895,1.118122,1.090259,0.980407,0.998307,0.977732,0.999851,0,0.0000000363525,0.0000000363525,4.3079E-10,0,0,0,41.285503,1.312055,0.0000135576,227.342
random_mtx_nc28,300775,1300,719,0,r,1,0,231.365385,189,269,300775,0,100,14810,285965,4.924,0,300775,0,94.62886,84.037598,86.297981,97.915359,94.478813,95.379356,94.120064,1.12603,1.096536,0.966435,1.001588,0.992131,1.005406,0,0.0000000396816,0.0000000396816,4.90862E-10,0,0,0,70.184227,1.348292,0.0000130253,210.275
random_mtx_nc29,405443,1867,727,0,r,1,0,217.162828,170,257,405443,0,100,20428,385015,5.038,0,405443,0,126.824509,111.622177,114.345757,133.621155,127.860481,129.134171,125.775391,1.136195,1.109132,0.949135,0.991898,0.982114,1.008341,0,0.0000000370944,0.0000000370944,4.4064E-10,0,0,0,92.800163,1.366641,0.0000125506,239.847
random_mtx_nc3,268772,1956,1289,0,r,1,0,137.408998,104,176,268772,0,100,13523,255249,5.031,0,268772,0,103.957985,101.319389,102.753792,108.275681,106.357216,105.972992,104.882271,1.026042,1.011719,0.960123,0.977442,0.980986,0.991187,0,0.0000000464101,0.0000000464101,5.25677E-10,0,0,0,76.565155,1.357771,0.0000106312,549.263
random_mtx_nc30,313861,1016,788,0,r,1,0,308.918307,263,355,313861,0,100,15805,298056,5.036,0,313861,0,96.221855,81.559647,84.182785,100.158432,96.757668,100.994339,96.962814,1.179773,1.143011,0.960697,0.994462,0.952745,0.992358,0,0.0000000444349,0.0000000444349,5.14526E-10,0,0,0,73.201027,1.314488,0.0000137181,766.162
random_mtx_nc31,577713,1410,1247,0,r,1,0,409.725532,362,465,577713,0,100,28698,549015,4.968,0,577713,0,181.060608,147.255646,147.69101,186.368027,181.172409,186.715714,181.484634,1.229566,1.225942,0.971522,0.999383,0.969713,0.997664,0,0.0000000511571,0.0000000511571,5.49061E-10,0,0,0,145.40358,1.245228,0.0000155981,464.596
random_mtx_nc32,284354,1730,735,0,r,1,0,164.366474,123,198,284354,0,100,13858,270496,4.874,0,284354,0,93.704063,86.930466,88.459198,99.68605,95.789375,95.491524,94.059006,1.07792,1.059291,0.939992,0.97823,0.981281,0.996226,0,0.0000000478765,0.0000000478765,5.27727E-10,0,0,0,68.749504,1.362978,0.0000118165,165.343
random_mtx_nc33,42944,996,824,0,r,1,0,43.116466,25,66,42944,0,100,2168,40776,5.048,0,42944,0,25.006592,29.195936,31.117056,28.739552,25.22224,24.971519,25.434431,0.856509,0.80363,0.870111,0.99145,1.001404,0.983179,0,0.0000000442861,0.0000000442861,5.23174E-10,0,0,0,14.944544,1.673292,0.00000936315,115.324
random_mtx_nc34,411924,1724,952,0,r,1,0,238.935035,196,281,411924,0,100,20706,391218,5.027,0,411924,0,131.127335,119.306755,121.488541,133.059097,130.85994,132.239578,130.871674,1.099077,1.079339,0.985482,1.002043,0.991589,1.001954,0,0.0000000465969,0.0000000465969,5.35183E-10,0,0,0,102.100578,1.284296,0.0000125437,74.2934
random_mtx_nc35,192032,1596,509,0,r,1,0,120.320802,90,151,192032,0,100,9590,182442,4.994,0,192032,0,73.323196,76.347969,76.52179,74.272736,74.136032,73.495232,73.517822,0.960382,0.9582,0.987216,0.989036,0.997659,0.997353,0,0.0000000441271,0.0000000441271,5.38036E-10,0,0,0,57.709057,1.270567,0.000011374,233.703
random_mtx_nc36,893850,1513,1973,0,r,1,0,590.779907,534,660,893850,0,100,44737,849113,5.005,0,893850,0,286.087799,239.159805,239.551865,285.602539,285.909454,289.621399,285.763458,1.19622,1.194262,1.001699,1.000624,0.987799,1.001135,0,0.0000000416652,0.0000000416652,5.12149E-10,0,0,0,237.432709,1.204922,0.0000173321,429.988
random_mtx_nc37,754756,1085,1922,0,r,1,0,695.62765,626,758,754756,0,100,38105,716651,5.049,0,754756,0,241.40976,199.411713,201.403427,242.384506,240.737213,245.574554,240.97699,1.21061,1.198638,0.995979,1.002794,0.983041,1.001796,0,0.0000000461221,0.0000000461221,5.51836E-10,0,0,0,199.060669,1.212745,0.0000181987,666.592
random_mtx_nc38,236587,815,1854,0,r,1,0,290.290798,248,339,236587,0,100,11833,224754,5.002,0,236587,0,80.40419,69.071136,69.854179,85.688065,80.417953,84.828514,80.683708,1.164078,1.151029,0.938336,0.999829,0.947844,0.996536,0,0.0000000478317,0.0000000478317,5.21091E-10,0,0,0,66.109985,1.216219,0.0000134758,301.938
random_mtx_nc39,244130,1235,940,0,r,1,0,197.676113,148,238,244130,0,100,12494,231636,5.118,0,244130,0,85.678978,76.62336,78.193985,86.997696,86.788132,87.746368,85.533058,1.118184,1.095723,0.984842,0.98722,0.976439,1.001706,0,0.0000000388343,0.0000000388343,4.51428E-10,0,0,0,63.230305,1.35503,0.0000116289,535.427
random_mtx_nc4,423405,1143,1603,0,r,1,0,370.433071,310,427,423405,0,100,21099,402306,4.983,0,423405,0,137.956711,117.04493,117.126976,139.261826,138.056351,141.276123,138.253052,1.178665,1.177839,0.990628,0.999278,0.976504,0.997857,0,0.0000000292022,0.0000000292022,3.52267E-10,0,0,0,113.444,1.216078,0.0000148074,411.921
random_mtx_nc40,70466,622,1057,0,r,1,0,113.289389,86,148,70466,0,100,3511,66955,4.983,0,70466,0,23.154688,27.833281,28.271936,24.398209,23.532192,23.316736,23.572128,0.831907,0.818999,0.949032,0.983958,0.99305,0.982291,0,0.0000000448667,0.0000000448667,4.91692E-10,0,0,0,17.265087,1.341128,0.000011356,427.849
random_mtx_nc41,388162,1150,1098,0,r,1,0,337.532174,284,386,388162,0,100,19584,368578,5.045,0,388162,0,122.054367,100.630913,103.238304,126.97142,122.103874,127.211777,122.21946,1.212891,1.182259,0.961274,0.999595,0.959458,0.998649,0,0.0000000548079,0.0000000548079,5.57631E-10,0,0,0,95.488029,1.278216,0.0000140425,694.12
random_mtx_nc42,337684,943,1335,0,r,1,0,358.09544,314,407,337684,0,100,16948,320736,5.019,0,337684,0,109.074142,90.773155,91.305054,112.258369,109.007484,111.980957,109.124672,1.201612,1.194612,0.971635,1.000611,0.974042,0.999537,0,0.000000039317,0.000000039317,4.56241E-10,0,0,0,87.751709,1.242986,0.0000149393,458.452
random_mtx_nc43,534384,1274,1205,0,r,1,0,419.453689,372,476,534384,0,100,26593,507791,4.976,0,534384,0,166.607391,134.867996,134.400253,170.61142,166.731705,172.088455,166.672089,1.235337,1.239636,0.976531,0.999254,0.96815,0.999612,0,0.0000000436848,0.0000000436848,5.03532E-10,0,0,0,133.168442,1.251103,0.0000149156,565.464
random_mtx_nc44,233770,640,1056,0,r,1,0,365.265625,312,415,233770,0,100,11582,222188,4.954,0,233770,0,74.956703,63.85379,64.155487,77.782974,74.957504,78.114754,74.925468,1.17388,1.16836,0.963665,0.999989,0.959572,1.000417,0,0.0000000382371,0.0000000382371,4.7112E-10,0,0,0,59.90189,1.251325,0.0000153081,323.709
random_mtx_nc45,238587,908,1409,0,r,1,0,262.761013,197,303,238587,0,100,11893,226694,4.985,0,238587,0,81.337921,73.151009,74.85405,84.546242,82.49398,86.165604,82.296928,1.111918,1.08662,0.962052,0.985986,0.943972,0.988347,0,0.0000000373695,0.0000000373695,4.35933E-10,0,0,0,66.278557,1.227213,0.0000125191,234.109
random_mtx_nc46,76805,1361,679,0,r,1,0,56.43277,36,78,76805,0,100,3783,73022,4.925,0,76805,0,35.746655,43.440254,44.465889,40.998943,36.107521,35.795841,36.422302,0.822892,0.803912,0.871892,0.990006,0.998626,0.98145,0,0.0000000442762,0.0000000442762,4.89489E-10,0,0,0,20.756895,1.722158,0.00000943195,487.146
random_mtx_nc47,174958,1167,866,0,r,1,0,149.921165,119,193,174958,0,100,8722,166236,4.985,0,174958,0,66.244545,60.860321,62.377312,69.930496,67.195648,67.196381,66.740929,1.088469,1.061997,0.947291,0.985846,0.985835,0.992563,0,0.0000000458437,0.0000000458437,5.3522E-10,0,0,0,46.550495,1.423069,0.0000110096,1123.5
random_mtx_nc48,211140,1445,658,0,r,1,0,146.117647,110,178,211140,0,100,10535,200605,4.99,0,211140,0,77.710205,71.944542,72.643517,81.810883,79.671677,79.035454,78.890205,1.08014,1.069747,0.949876,0.975381,0.983232,0.985042,0,0.0000000483978,0.0000000483978,5.58406E-10,0,0,0,53.917568,1.441278,0.0000117343,417.174
random_mtx_nc49,587294,1088,1409,0,r,1,0,539.792279,490,594,587294,0,100,29592,557702,5.039,0,587294,0,184.814331,150.444382,151.32077,186.904541,184.394073,192.420898,184.982681,1.228456,1.221341,0.988817,1.002279,0.960469,0.99909,0,0.0000000379895,0.0000000379895,4.81206E-10,0,0,0,149.024414,1.240161,0.000017593,207.936
random_mtx_nc5,147560,1013,1186,0,r,1,0,145.666338,114,185,147560,0,100,7458,140102,5.054,0,147560,0,58.240448,54.623745,55.24976,61.391968,59.214367,59.144737,58.661217,1.066211,1.05413,0.948666,0.983553,0.984711,0.992827,0,0.0000000448244,0.0000000448244,5.28938E-10,0,0,0,42.495262,1.370516,0.0000111073,442.102
random_mtx_nc50,413116,1940,562,0,r,1,0,212.946392,177,252,413116,0,100,20427,392689,4.945,0,413116,0,129.290085,110.896767,120.652,133.932541,131.727264,131.235901,129.687134,1.16586,1.071595,0.965337,0.981498,0.985173,0.996938,0,0.0000000246427,0.0000000246427,2.8524E-10,0,0,0,89.297119,1.447864,0.0000123064,382.24
