matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr,adaptive-rt
random_mtx_nc51,80064,754,593,0,r,1,0,106.185676,80,144,80064,0,100,4011,76053,5.01,0,80064,0,26.295839,31.454912,32.246494,27.30352,26.617632,26.439264,26.448032,0.835985,0.815464,0.963093,0.987911,0.994575,0.994246,0,0.0000000462044,0.0000000462044,5.11939E-10,0,0,0,22.228161,1.182997,0.0000101365,1034.8
random_mtx_nc52,218825,565,1598,0,r,1,0,387.300885,327,436,218825,0,100,11048,207777,5.049,0,218825,0,74.435715,63.318241,63.575809,75.255165,74.730049,79.37011,74.764702,1.175581,1.170818,0.989111,0.996061,0.937831,0.9956,0,0.0000000417097,0.0000000417097,4.24599E-10,0,0,0,61.122398,1.217814,0.0000137872,573.07
random_mtx_nc53,445189,969,1387,0,r,1,0,459.431373,402,510,445189,0,100,22337,422852,5.017,0,445189,0,141.151688,115.305183,115.559807,143.452606,141.042435,147.971909,141.295898,1.224157,1.22146,0.98396,1.000775,0.953909,0.998979,0,0.0000000394028,0.0000000394028,5.13949E-10,0,0,0,113.872543,1.239559,0.0000148844,656.632
random_mtx_nc54,498057,1036,1902,0,r,1,0,480.75,421,542,498057,0,100,25143,472914,5.048,0,498057,0,161.430878,134.422714,136.220764,161.883133,161.295517,164.143814,161.549759,1.20092,1.185068,0.997206,1.000839,0.983472,0.999264,0,0.0000000374449,0.0000000374449,4.42892E-10,0,0,0,133.436615,1.209794,0.0000166025,1433.03
random_mtx_nc55,385742,1330,1280,0,r,1,0,290.031579,246,333,385742,0,100,19491,366251,5.053,0,385742,0,123.841408,104.272926,106.092865,131.496552,123.968895,129.171677,124.116737,1.187666,1.167293,0.941784,0.998972,0.958735,0.997782,0,0.0000000480053,0.0000000480053,5.33189E-10,0,0,0,99.254723,1.247713,0.0000137471,551.807
random_mtx_nc56,132703,558,1069,0,r,1,0,237.818996,203,271,132703,0,100,6740,125963,5.079,0,132703,0,47.712704,40.338818,39.927586,48.586784,48.071678,49.292736,47.824322,1.182799,1.194981,0.98201,0.992533,0.967946,0.997666,0,0.000000049263,0.000000049263,5.8187E-10,0,0,0,34.057858,1.400931,0.0000135109,79.6681
random_mtx_nc57,588509,1839,892,0,r,1,0,320.015769,269,366,588509,0,100,29573,558936,5.025,0,588509,0,178.390503,146.904129,152.606171,182.643646,178.172165,186.493561,178.829086,1.214333,1.16896,0.976713,1.001225,0.95655,0.997547,0,0.0000000444754,0.0000000444754,5.4505E-10,0,0,0,136.568039,1.306239,0.0000139912,71.1182
random_mtx_nc58,492508,1260,1768,0,r,1,0,390.879365,341,449,492508,0,100,24643,467865,5.004,0,492508,0,161.465378,135.1241,135.276733,162.591324,161.356293,164.95015,161.487228,1.194941,1.193593,0.993075,1.000676,0.978874,0.999865,0,0.0000000401899,0.0000000401899,4.93356E-10,0,0,0,133.139359,1.212755,0.0000143943,90.3239
random_mtx_nc59,610292,1713,1733,0,r,1,0,356.27087,298,410,610292,0,100,30415,579877,4.984,0,610292,0,197.425568,165.279068,165.076004,200.756165,197.268509,199.66983,197.653503,1.194498,1.195968,0.98341,1.000796,0.98876,0.998847,0,0.0000000420919,0.0000000420919,4.63875E-10,0,0,0,162.288712,1.216508,0.0000142609,84.0452
random_mtx_nc6,248492,1279,509,0,r,1,0,194.286161,151,228,248492,0,100,12291,236201,4.946,0,248492,0,82.160515,70.726402,82.777634,83.727837,83.56794,83.032547,82.711998,1.161667,0.992545,0.981281,0.983158,0.989498,0.993332,0,0.000000075636,0.000000075636,6.08159E-10,0,0,0,55.193474,1.488591,0.0000124576,60.6869
random_mtx_nc60,419212,1565,1115,0,r,1,0,267.867093,220,325,419212,0,100,20822,398390,4.967,0,419212,0,135.195099,119.794014,122.057854,140.98288,136.12854,143.533218,136.049667,1.128563,1.107631,0.958947,0.993143,0.941908,0.993719,0,0.0000000465979,0.0000000465979,5.34664E-10,0,0,0,107.671997,1.25562,0.0000132671,47.0158
random_mtx_nc61,48638,550,1332,0,r,1,0,88.432727,63,122,48638,0,100,2447,46191,5.031,0,48638,0,18.600128,20.587839,20.911552,19.881599,18.884672,18.741184,18.793344,0.903452,0.889467,0.935545,0.984933,0.992473,0.989719,0,0.0000000478623,0.0000000478623,5.53826E-10,0,0,0,12.80448,1.452627,0.00000985968,64.3327
random_mtx_nc62,567544,1358,1058,0,r,1,0,417.926362,368,470,567544,0,100,28240,539304,4.976,0,567544,0,174.275803,138.846588,139.014908,179.772156,174.205887,180.541153,174.340057,1.255168,1.253648,0.969426,1.000401,0.965297,0.999631,0,0.0000000478399,0.0000000478399,5.79169E-10,0,0,0,136.914886,1.272877,0.0000166093,71.154
random_mtx_nc63,438578,1150,1910,0,r,1,0,381.372174,323,450,438578,0,100,21845,416733,4.981,0,438578,0,145.004196,123.252991,123.45462,145.370117,144.88652,149.488678,145.342407,1.176476,1.174555,0.997483,1.000812,0.970001,0.997673,0,0.0000000507584,0.0000000507584,5.1554E-10,0,0,0,120.059715,1.207767,0.0000154283,59.6273
random_mtx_nc64,127001,603,739,0,r,1,0,210.615257,174,257,127001,0,100,6397,120604,5.037,0,127001,0,46.068993,35.657375,35.989086,47.252769,46.21088,46.658878,46.013313,1.291991,1.280082,0.974948,0.99693,0.987357,1.00121,0,0.0000000469269,0.0000000469269,5.10112E-10,0,0,0,28.870239,1.595726,0.000012112,49.061
random_mtx_nc65,136469,568,888,0,r,1,0,240.262324,201,289,136469,0,100,6838,129631,5.011,0,136469,0,48.124256,41.59565,43.954369,49.119873,48.319775,49.37101,48.238144,1.156954,1.094869,0.979731,0.995954,0.974747,0.997639,0,0.0000000454034,0.0000000454034,5.41629E-10,0,0,0,33.597439,1.432379,0.0000131183,48.7932
random_mtx_nc66,775109,1925,1035,0,r,1,0,402.654026,342,455,775109,0,100,38679,736430,4.99,0,775109,0,236.642593,188.699203,191.013412,240.946075,237.182587,244.551163,238.005127,1.254073,1.238879,0.982139,0.997723,0.967661,0.994275,0,0.0000000472064,0.0000000472064,5.85387E-10,0,0,0,185.801529,1.273631,0.0000150207,51.5812
random_mtx_nc67,139251,1380,1398,0,r,1,0,100.906522,75,131,139251,0,100,6896,132355,4.952,0,139251,0,56.377087,56.206142,58.268578,58.654335,56.969982,56.00032,55.737759,1.003041,0.967538,0.961175,0.989593,1.006728,1.01147,0,0.0000000442048,0.0000000442048,5.20488E-10,0,0,0,39.804031,1.416366,0.000010349,79.4655
random_mtx_nc68,86740,566,1688,0,r,1,0,153.250883,116,193,86740,0,100,4319,82421,4.979,0,86740,0,29.333023,27.323521,27.704897,30.437311,30.596031,32.896385,32.1576,1.073545,1.058767,0.963719,0.95872,0.891679,0.912165,0,0.0000000445205,0.0000000445205,5.31087E-10,0,0,0,19.203487,1.527484,0.0000117361,49.4206
random_mtx_nc69,254637,979,1640,0,r,1,0,260.099081,206,310,254637,0,100,12583,242054,4.942,0,254637,0,87.562943,79.766525,81.761086,89.826942,88.306206,92.727646,88.275902,1.09774,1.070961,0.974796,0.991583,0.944302,0.991924,0,0.0000000476928,0.0000000476928,5.58451E-10,0,0,0,72.446304,1.20866,0.0000140463,67.0912
random_mtx_nc7,799530,1886,1868,0,r,1,0,423.92895,367,484,799530,0,100,39909,759621,4.992,0,799530,0,256.728546,213.482681,215.449081,259.99292,256.249634,260.831818,256.757202,1.202573,1.191597,0.987444,1.001869,0.984269,0.999888,0,0.0000000454902,0.0000000454902,5.23595E-10,0,0,0,211.334747,1.214796,0.0000165494,66.8676
random_mtx_nc70,213795,946,718,0,r,1,0,225.998943,169,258,213795,0,100,10673,203122,4.992,0,213795,0,70.44899,61.713345,62.625824,73.418243,70.475197,70.947006,69.889694,1.141552,1.124919,0.959557,0.999628,0.99298,1.008003,0,0.0000000453925,0.0000000453925,5.45208E-10,0,0,0,51.527073,1.367223,0.0000115821,94.537
random_mtx_nc71,163479,776,545,0,r,1,0,210.668814,170,243,163479,0,100,8113,155366,4.963,0,163479,0,55.677151,47.501282,48.122658,57.055904,55.980576,56.297314,55.595264,1.172119,1.156984,0.975835,0.99458,0.988984,1.001473,0,0.0000000450259,0.0000000450259,5.97156E-10,0,0,0,38.069153,1.462527,0.0000136206,111.538
random_mtx_nc72,219458,1635,1530,0,r,1,0,134.225076,102,170,219458,0,100,11034,208424,5.028,0,219458,0,87.783646,85.234016,86.911934,87.591393,89.998398,89.497025,88.968124,1.029913,1.01003,1.002195,0.975391,0.980855,0.986686,0,0.0000000418056,0.0000000418056,5.02249E-10,0,0,0,63.971394,1.372233,0.0000110823,105.619
random_mtx_nc73,537155,1648,1062,0,r,1,0,325.943568,272,378,537155,0,100,26924,510231,5.012,0,537155,0,166.657959,136.779205,141.114716,171.573669,166.413727,174.927429,166.543488,1.218445,1.18101,0.971349,1.001468,0.952726,1.000687,0,0.0000000451403,0.0000000451403,5.3003E-10,0,0,0,130.310852,1.278926,0.0000143773,81.716
random_mtx_nc74,693379,1340,1704,0,r,1,0,517.447015,437,574,693379,0,100,34704,658675,5.005,0,693379,0,221.983322,183.969498,183.842239,221.977982,221.693634,225.854523,221.778564,1.206631,1.207466,1.000024,1.001307,0.98286,1.000923,0,0.0000000465855,0.0000000465855,5.27845E-10,0,0,0,182.669785,1.215216,0.0000166289,108.451
random_mtx_nc75,445242,1472,1527,0,r,1,0,302.474185,244,355,445242,0,100,22103,423139,4.964,0,445242,0,144.171326,119.839966,123.571518,150.382843,144.065506,149.120377,144.16983,1.203032,1.166704,0.958695,1.000735,0.966812,1.00001,0,0.0000000447593,0.0000000447593,5.31925E-10,0,0,0,116.198242,1.240736,0.000014061,67.7343
random_mtx_nc76,143195,1506,734,0,r,1,0,95.083001,67,128,143195,0,100,7162,136033,5.002,0,143195,0,59.859489,57.2952,58.242783,62.324352,60.428288,59.758656,59.668961,1.044756,1.027758,0.960451,0.990587,1.001687,1.003193,0,0.0000000407075,0.0000000407075,4.86389E-10,0,0,0,37.6936,1.588054,0.0000108156,62.6622
random_mtx_nc77,93516,1665,999,0,r,1,0,56.165766,33,84,93516,0,100,4617,88899,4.937,0,93516,0,51.560322,52.471104,53.775776,55.76688,52.158176,51.509602,51.99136,0.982642,0.958802,0.924569,0.988538,1.000985,0.991709,0,0.0000000415485,0.0000000415485,4.85816E-10,0,0,0,24.759457,2.08245,0.00000930592,77.4844
random_mtx_nc78,59396,626,1013,0,r,1,0,94.881789,72,120,59396,0,100,2970,56426,5,0,59396,0,21.000769,24.081823,25.986591,22.273024,21.170624,21.134464,21.575424,0.872059,0.808139,0.942879,0.991977,0.993674,0.973365,0,0.0000000436128,0.0000000436128,4.89371E-10,0,0,0,14.656288,1.432885,0.0000102137,109.374
random_mtx_nc79,216213,503,1191,0,r,1,0,429.846918,380,477,216213,0,100,10727,205486,4.961,0,216213,0,70.061729,57.773407,58.198238,72.042236,70.210274,73.891838,70.335426,1.212699,1.203846,0.972509,0.997884,0.948166,0.996109,0,0.0000000430715,0.0000000430715,5.44064E-10,0,0,0,56.155521,1.247637,0.0000149845,77.1175
random_mtx_nc8,395153,1748,1030,0,r,1,0,226.060069,185,271,395153,0,100,19902,375251,5.037,0,395153,0,127.225281,113.584831,115.563263,133.53447,126.999969,128.348358,126.946144,1.12009,1.100915,0.952752,1.001774,0.99125,1.002199,0,0.0000000421524,0.0000000421524,4.84231E-10,0,0,0,98.633217,1.289883,0.0000126889,69.9146
random_mtx_nc80,615732,1144,1691,0,r,1,0,538.227273,470,596,615732,0,100,30898,584834,5.018,0,615732,0,196.793442,162.34317,162.95018,197.718597,196.800034,201.738205,196.778564,1.212206,1.207691,0.995321,0.999967,0.975489,1.000076,0,0.0000000352324,0.0000000352324,4.00801E-10,0,0,0,161.428741,1.219073,0.0000178054,43.973
random_mtx_nc81,241289,603,1830,0,r,1,0,400.147595,344,455,241289,0,100,12076,229213,5.005,0,241289,0,81.414467,69.523811,69.604446,84.555038,81.769981,87.268799,81.969246,1.17103,1.169673,0.962858,0.995652,0.932916,0.993232,0,0.0000000429831,0.0000000429831,5.44093E-10,0,0,0,67.92157,1.198654,0.0000167463,39.8366
random_mtx_nc82,421683,654,1804,0,r,1,0,644.775229,592,703,421683,0,100,21004,400679,4.981,0,421683,0,137.597916,114.415489,114.232254,137.000671,137.354401,140.420959,137.394714,1.202616,1.204545,1.004359,1.001773,0.979896,1.001479,0,0.0000000393435,0.0000000393435,4.47724E-10,0,0,0,113.823555,1.20887,0.0000182396,72.2269
random_mtx_nc83,409013,1593,1230,0,r,1,0,256.756434,206,307,409013,0,100,20290,388723,4.961,0,409013,0,134.544678,122.143135,125.051842,136.063004,135.939362,142.496353,135.97139,1.101533,1.075911,0.988841,0.98974,0.944197,0.989507,0,0.0000000457073,0.0000000457073,5.45227E-10,0,0,0,107.880547,1.247163,0.0000131416,89.3732
random_mtx_nc84,396493,1792,752,0,r,1,0,221.257254,181,269,396493,0,100,19792,376701,4.992,0,396493,0,125.356705,109.985123,112.831421,132.053467,125.292992,126.868446,124.310051,1.139761,1.111009,0.949287,1.000509,0.988084,1.00842,0,0.0000000410368,0.0000000410368,4.54968E-10,0,0,0,92.150017,1.360355,0.000012431,72.2855
random_mtx_nc85,662363,1650,1499,0,r,1,0,401.432121,354,457,662363,0,100,33135,629228,5.003,0,662363,0,211.637695,174.084198,175.138336,214.150909,211.542297,218.145187,211.509338,1.21572,1.208403,0.988264,1.000451,0.970169,1.000607,0,0.0000000472815,0.0000000472815,5.462E-10,0,0,0,171.88179,1.231298,0.0000154796,78.523
random_mtx_nc86,441822,1813,693,0,r,1,0,243.696635,201,300,441822,0,100,22076,419746,4.997,0,441822,0,135.691299,121.846146,125.393311,137.079941,135.466141,137.33017,135.701477,1.113628,1.082126,0.98987,1.001662,0.988066,0.999925,0,0.0000000483295,0.0000000483295,5.68457E-10,0,0,0,101.887009,1.331782,0.0000134881,117.919
random_mtx_nc87,475530,836,1896,0,r,1,0,568.815789,496,630,475530,0,100,23640,451890,4.971,0,475530,0,153.911362,128.142944,128.498749,154.282333,153.554977,160.182022,153.694778,1.201091,1.197765,0.997596,1.002321,0.960853,1.001409,0,0.0000000384929,0.0000000384929,4.59823E-10,0,0,0,127.515869,1.206998,0.0000177233,97.772
random_mtx_nc88,264913,1193,1860,0,r,1,0,222.056161,174,267,264913,0,100,13170,251743,4.971,0,264913,0,91.697662,82.853981,83.960419,96.270721,91.257507,92.55629,91.182785,1.106738,1.092153,0.952498,1.004823,0.990723,1.005647,0,0.0000000465417,0.0000000465417,5.05645E-10,0,0,0,74.587074,1.229404,0.0000124892,76.63
random_mtx_nc89,217576,939,663,0,r,1,0,231.71033,190,273,217576,0,100,10965,206611,5.04,0,217576,0,70.206879,61.894688,63.148991,72.566978,70.441345,71.229759,70.205246,1.134296,1.111766,0.967477,0.996671,0.98564,1.000023,0,0.0000000472479,0.0000000472479,5.32653E-10,0,0,0,52.140575,1.346492,0.0000127591,73.9906
random_mtx_nc9,447133,1375,1622,0,r,1,0,325.187636,274,376,447133,0,100,22509,424624,5.034,0,447133,0,145.638809,121.726524,122.470818,150.469498,145.657761,153.203552,145.717148,1.196443,1.189172,0.967896,0.99987,0.950623,0.999462,0,0.0000000338654,0.0000000338654,3.83022E-10,0,0,0,118.184929,1.232296,0.0000144871,44.4557
random_mtx_nc90,1050830,1844,1939,0,r,1,0,569.864425,514,629,1050830,0,100,52593,998237,5.005,0,1050830,0,334.695587,278.196991,279.237793,334.905273,333.99469,337.92099,334.629364,1.203088,1.198604,0.999374,1.002099,0.990455,1.000198,0,0.0000000440068,0.0000000440068,5.3829E-10,0,0,0,277.015686,1.208219,0.0000170134,46.1051
random_mtx_nc91,398384,1615,1044,0,r,1,0,246.677399,200,292,398384,0,100,19700,378684,4.945,0,398384,0,130.089981,117.599297,119.684639,129.802429,128.275299,130.834015,128.127426,1.106214,1.08694,1.002215,1.014147,0.994313,1.015317,0,0.0000000403112,0.0000000403112,4.77156E-10,0,0,0,101.829857,1.277523,0.0000129801,82.0584
random_mtx_nc92,172542,911,1193,0,r,1,0,189.398463,150,225,172542,0,100,8493,164049,4.922,0,172542,0,63.586559,57.456638,57.839905,64.230782,63.934814,65.096413,63.452896,1.106688,1.099354,0.98997,0.994553,0.976806,1.002106,0,0.0000000429727,0.0000000429727,4.81741E-10,0,0,0,47.443039,1.340272,0.000012792,104.232
random_mtx_nc93,403394,917,1142,0,r,1,0,439.906216,384,490,403394,0,100,20210,383184,5.01,0,403394,0,126.06752,101.448318,104.289154,128.574142,125.999199,130.563995,126.316093,1.242677,1.208827,0.980504,1.000542,0.965561,0.998032,0,0.0000000573402,0.0000000573402,5.74281E-10,0,0,0,99.747681,1.263864,0.0000159708,70.1714
random_mtx_nc94,342627,1172,821,0,r,1,0,292.343857,253,350,342627,0,100,16797,325830,4.902,0,342627,0,104.661507,86.810333,90.270302,112.657631,104.596481,109.358627,105.05658,1.205634,1.159423,0.929023,1.000622,0.957048,0.996239,0,0.0000000416359,0.0000000416359,5.09655E-10,0,0,0,79.900604,1.309896,0.0000145356,106.24
random_mtx_nc95,1000528,1885,1518,0,r,1,0,530.784085,474,599,1000528,0,100,50145,950383,5.012,0,1000528,0,313.950684,257.221436,258.857025,315.091797,313.247742,319.936371,314.409363,1.220546,1.212834,0.996378,1.002244,0.981291,0.998541,0,0.0000000411614,0.0000000411614,4.90437E-10,0,0,0,255.750656,1.227566,0.0000169733,44.1894
random_mtx_nc96,504967,1779,1611,0,r,1,0,283.848791,229,338,504967,0,100,25292,479675,5.009,0,504967,0,164.330276,139.219833,141.181732,173.771591,164.345306,171.763199,164.886215,1.180365,1.163963,0.945668,0.999909,0.956726,0.996628,0,0.0000000449988,0.0000000449988,5.34981E-10,0,0,0,134.767929,1.219357,0.0000136416,83.4183
random_mtx_nc97,574934,879,1685,0,r,1,0,654.077361,597,752,574934,0,100,28734,546200,4.998,0,574934,0,184.262787,151.765625,151.890503,183.527451,183.798431,189.013794,184.072479,1.214127,1.213129,1.004007,1.002526,0.974864,1.001034,0,0.0000000521973,0.0000000521973,5.99231E-10,0,0,0,151.193222,1.218724,0.0000183922,76.5337
random_mtx_nc98,1400410,1901,1846,0,r,1,0,736.670174,675,801,1400410,0,100,69825,1330585,4.986,0,1400410,0,443.749512,366.584167,367.224579,441.387634,443.291168,445.521118,443.618958,1.210498,1.208387,1.005351,1.001034,0.996024,1.000294,0,0.0000000431113,0.0000000431113,5.14063E-10,0,0,0,364.794861,1.216436,0.0000190716,59.8107
random_mtx_nc99,510396,1734,1310,0,r,1,0,294.346021,244,354,510396,0,100,25703,484693,5.036,0,510396,0,162.495621,135.326553,137.744583,171.013824,162.645309,169.879196,162.730911,1.200767,1.179688,0.95019,0.99908,0.956536,0.998554,0,0.0000000472552,0.0000000472552,5.54669E-10,0,0,0,130.36412,1.246475,0.0000137149,44.1911
random_sparse_matrix_1,415983,1500,1500,0,r,1,0,277.322,229,323,415983,0,100,20994,394989,5.047,0,415983,0,136.170044,115.973122,118.942017,147.096069,136.294525,143.295486,136.320038,1.174152,1.144844,0.925722,0.999087,0.950274,0.9989,0,0.0000000436669,0.0000000436669,5.0543E-10,0,0,0,110.288094,1.234676,0.0000138427,103.625
random_sparse_matrix_10,322768,1500,1500,0,r,1,0,215.178667,171,259,322768,0,100,16127,306641,4.996,0,322768,0,110.953728,99.215935,101.919556,115.92189,111.008606,112.781662,109.971779,1.118306,1.08864,0.957142,0.999506,0.983792,1.008929,0,0.0000000488426,0.0000000488426,5.02335E-10,0,0,0,86.814911,1.278049,0.0000122733,59.9727
random_sparse_matrix_11,653133,1500,1500,0,r,1,0,435.422,379,489,653133,0,100,32833,620300,5.027,0,653133,0,207.523804,168.868515,168.98349,208.723389,207.184921,213.200958,207.195587,1.228908,1.228071,0.994253,1.001636,0.973372,1.001584,0,0.0000000460886,0.0000000460886,5.55389E-10,0,0,0,167.264709,1.240691,0.0000151283,49.49
random_sparse_matrix_12,748779,1500,1500,0,r,1,0,499.186,438,559,748779,0,100,37615,711164,5.024,0,748779,0,237.112167,194.328064,195.46199,236.345856,236.82135,239.689255,236.629593,1.220164,1.213086,1.003242,1.001228,0.989248,1.002039,0,0.0000000502589,0.0000000502589,5.74325E-10,0,0,0,192.279449,1.233164,0.0000156522,45.4801
random_sparse_matrix_13,636540,1500,1500,0,r,1,0,424.36,370,476,636540,0,100,31965,604575,5.022,0,636540,0,201.925247,164.827484,164.87738,205.696671,201.666367,208.368698,201.660355,1.22507,1.2247,0.981665,1.001284,0.969077,1.001314,0,0.00000003679,0.00000003679,3.82765E-10,0,0,0,163.111618,1.237957,0.0000154906,75.4733
random_sparse_matrix_14,331964,1500,1500,0,r,1,0,221.309333,179,266,331964,0,100,16632,315332,5.01,0,331964,0,111.975037,100.352638,102.28038,117.834084,111.789536,113.575935,111.018463,1.115816,1.094785,0.950277,1.001659,0.985905,1.008616,0,0.0000000448278,0.0000000448278,5.11621E-10,0,0,0,88.776993,1.261307,0.00001242,71.8849
random_sparse_matrix_15,196707,1500,1500,0,r,1,0,131.138,98,180,196707,0,100,9687,187020,4.925,0,196707,0,79.037346,77.223938,78.537857,78.514847,80.62912,79.925087,79.395134,1.023482,1.00636,1.006655,0.980258,0.988893,0.995494,0,0.0000000451194,0.0000000451194,5.19353E-10,0,0,0,58.306911,1.35554,0.0000110365,98.6581
random_sparse_matrix_16,288578,1500,1500,0,r,1,0,192.385333,155,240,288578,0,100,14390,274188,4.987,0,288578,0,102.159073,93.783165,94.908638,104.444542,103.496704,105.700157,102.198013,1.089311,1.076394,0.978118,0.987076,0.966499,0.999619,0,0.0000000455292,0.0000000455292,5.11586E-10,0,0,0,79.280418,1.288579,0.0000122137,79.9162
random_sparse_matrix_17,687460,1500,1500,0,r,1,0,458.306667,401,525,687460,0,100,34202,653258,4.975,0,687460,0,217.297028,177.668961,177.567902,217.875397,216.981125,222.780487,217.040771,1.223044,1.22374,0.997345,1.001456,0.975386,1.001181,0,0.000000038873,0.000000038873,4.18071E-10,0,0,0,175.926788,1.235156,0.0000159886,41.6589
random_sparse_matrix_18,117285,1500,1500,0,r,1,0,78.19,54,105,117285,0,100,5816,111469,4.959,0,117285,0,57.312096,50.941025,52.066208,59.691265,58.104607,57.454494,57.609375,1.125068,1.100754,0.960142,0.986361,0.997522,0.99484,0,0.0000000430196,0.0000000430196,4.97735E-10,0,0,0,29.079872,1.970851,0.0000100621,99.9415
random_sparse_matrix_19,651068,1500,1500,0,r,1,0,434.045333,379,499,651068,0,100,32171,618897,4.941,0,651068,0,206.327621,167.927551,168.076187,208.389893,206.053223,212.20752,206.009018,1.22867,1.227584,0.990104,1.001332,0.972292,1.001547,0,0.0000000476672,0.0000000476672,5.82071E-10,0,0,0,166.519745,1.239058,0.0000163666,56.9589
random_sparse_matrix_2,434473,1500,1500,0,r,1,0,289.648667,239,343,434473,0,100,21677,412796,4.989,0,434473,0,140.670883,117.0839,119.691841,149.673721,140.559006,145.586334,140.525284,1.201454,1.175275,0.93985,1.000796,0.966237,1.001036,0,0.0000000375638,0.0000000375638,4.47525E-10,0,0,0,113.755806,1.236604,0.0000142997,119.108
random_sparse_matrix_20,199155,1500,1500,0,r,1,0,132.77,95,169,199155,0,100,9886,189269,4.964,0,199155,0,80.547394,78.16243,79.464447,80.540993,82.126335,81.698303,81.432739,1.030513,1.013628,1.000079,0.980774,0.985913,0.989128,0,0.0000000419159,0.0000000419159,4.89414E-10,0,0,0,58.865215,1.368336,0.0000107115,43.7099
random_sparse_matrix_21,508736,1500,1500,0,r,1,0,339.157333,295,397,508736,0,100,25293,483443,4.972,0,508736,0,163.495102,135.655609,136.317566,169.264252,163.267868,169.750504,163.334045,1.205222,1.199369,0.965916,1.001392,0.963149,1.000986,0,0.0000000435105,0.0000000435105,5.19712E-10,0,0,0,131.970367,1.238877,0.000014549,73.3852
random_sparse_matrix_22,755724,1500,1500,0,r,1,0,503.816,444,570,755724,0,100,37910,717814,5.016,0,755724,0,239.309982,196.44986,196.442078,238.279846,239.283295,242.519775,239.243591,1.218173,1.218222,1.004323,1.000112,0.986765,1.000278,0,0.0000000427511,0.0000000427511,5.41961E-10,0,0,0,194.482788,1.230494,0.0000170254,115.48
random_sparse_matrix_23,694612,1500,1500,0,r,1,0,463.074667,407,527,694612,0,100,34986,659626,5.037,0,694612,0,219.708221,179.247192,179.117691,220.799164,219.263779,225.26384,219.222916,1.225728,1.226614,0.995059,1.002027,0.975337,1.002214,0,0.0000000402637,0.0000000402637,5.05065E-10,0,0,0,177.638489,1.236828,0.0000161824,87.2968
random_sparse_matrix_24,708553,1500,1500,0,r,1,0,472.368667,409,536,708553,0,100,35304,673249,4.983,0,708553,0,223.752762,182.790848,182.700867,224.393921,223.493286,227.106598,223.450531,1.224092,1.224695,0.997143,1.001161,0.985232,1.001353,0,0.0000000501905,0.0000000501905,5.71106E-10,0,0,0,181.172958,1.235023,0.0000164971,77.4441
random_sparse_matrix_25,834545,1500,1500,0,r,1,0,556.363333,493,625,834545,0,100,41540,793005,4.978,0,834545,0,261.958435,212.143906,212.706589,262.301575,261.418518,266.388031,261.441254,1.234815,1.231548,0.998692,1.002065,0.983372,1.001978,0,0.0000000434791,0.0000000434791,4.98838E-10,0,0,0,211.288986,1.239811,0.0000178559,86.5782
random_sparse_matrix_26,133821,1500,1500,0,r,1,0,89.214,61,119,133821,0,100,6659,127162,4.976,0,133821,0,60.864353,57.360802,57.800415,62.394878,61.535583,60.850178,60.869408,1.061079,1.053009,0.97547,0.989092,1.000233,0.999917,0,0.0000000431146,0.0000000431146,4.83994E-10,0,0,0,37.793568,1.610442,0.00000999347,80.5322
random_sparse_matrix_27,750845,1500,1500,0,r,1,0,500.563333,438,556,750845,0,100,37399,713446,4.981,0,750845,0,237.832443,194.854141,195.988739,236.413498,237.592545,240.46199,237.521469,1.220567,1.213501,1.006002,1.00101,0.989065,1.001309,0,0.0000000438965,0.0000000438965,5.47754E-10,0,0,0,193.249283,1.230703,0.0000165971,47.0028
random_sparse_matrix_28,886723,1500,1500,0,r,1,0,591.148667,530,653,886723,0,100,43994,842729,4.961,0,886723,0,277.970184,226.076065,226.61293,276.858521,277.652649,283.040344,277.567352,1.229543,1.22663,1.004015,1.001144,0.982087,1.001451,0,0.0000000490065,0.0000000490065,5.48408E-10,0,0,0,224.477982,1.238296,0.0000174096,58.5597
random_sparse_matrix_29,593110,1500,1500,0,r,1,0,395.406667,346,448,593110,0,100,29629,563481,4.996,0,593110,0,190.695526,156.976028,157.157089,192.289948,190.79686,196.487228,190.865753,1.214807,1.213407,0.991708,0.999469,0.970524,0.999108,0,0.0000000414061,0.0000000414061,4.48544E-10,0,0,0,154.586716,1.233583,0.0000149544,48.6103
random_sparse_matrix_3,668631,1500,1500,0,r,1,0,445.754,383,505,668631,0,100,33686,634945,5.038,0,668631,0,211.570175,172.604736,173.322266,212.278656,211.171204,217.691269,211.315323,1.22575,1.220675,0.996662,1.001889,0.971882,1.001206,0,0.0000000426491,0.0000000426491,4.83344E-10,0,0,0,170.959198,1.237548,0.0000158142,81.8393
